Fid,Line,Flight,DateTime,Date,Time,Height,DTM,Lon,Lat,Alt,GdSpeed,Easting,Northing,MagRaw,Mag_interpolated,Drift_nl4,Drift_nl4_interpolated,Mag_driftremov,Mag_driftremov_1Ddrap,Mag_driftremovdrap_IGRFremov,Dec,Inc,IGRF
167547.5,500201,20141029.04,41941.9392071759,2014/10/29,22:32:28,53.3,597.9,-105.26213556,48.13599196,651.2,59.1,480497.319,5331448.571,56001.9079,56001.9079,,2.45666666666804,55999.4512333333,55998.9693574973,-303.595222059907,9.30495834350586,72.790842786697,56302.5645795572
167547.6,500201,20141029.04,41941.9392083333,2014/10/29,22:32:28,53.5,597.9,-105.26213434,48.13597693,651.4,58.7,480497.404,5331446.901,56001.8422,56001.8422,,2.4481111111125,55999.3940888889,55998.9864567272,-303.572512634513,9.30495643615723,72.7908319728759,56302.5589693617
167547.7,500201,20141029.04,41941.9392094907,2014/10/29,22:32:28,53.7,597.9,-105.26213313,48.13596191,651.6,58.4,480497.489,5331445.23,56001.7496,56001.7496,,2.43955555555696,55999.3100444444,55999.0035045481,-303.549857628073,9.30495452880859,72.7908211649008,56302.5533621762
167547.8,500201,20141029.04,41941.9392106481,2014/10/29,22:32:28,53.9,597.9,-105.26213192,48.13594689,651.8,58.0,480497.573,5331443.56,56001.7529,56001.7529,,2.43100000000142,55999.3219,55999.0204730574,-303.527281928255,9.30495262145996,72.7908103569238,56302.5477549856
167547.9,500201,20141029.04,41941.9392118056,2014/10/29,22:32:28,54.1,597.9,-105.2621307,48.13593187,652.0,57.6,480497.658,5331441.89,,56001.81714,,2.42244444444588,55999.3946955556,55999.0364864503,-303.5056621205,9.30495071411133,72.7907995504106,56302.5421485708
167548.0,500201,20141029.04,41941.939212963,2014/10/29,22:32:28,54.2,597.9,-105.26212949,48.13591684,652.1,57.3,480497.743,5331440.22,,56001.88138,2.41388888889034,2.41388888889034,55999.4674911111,55999.0569413149,-303.479596259138,9.3049488067627,72.7907887351158,56302.536537574
167548.1,500201,20141029.04,41941.9392141204,2014/10/29,22:32:28,54.4,597.9,-105.2621314,48.13590269,652.3,56.9,480497.595,5331438.648,,56001.94562,,2.42083333333479,55999.5247866667,55999.0713249103,-303.459692089673,9.3049488067627,72.7907781061235,56302.531017
167548.2,500201,20141029.04,41941.9392152778,2014/10/29,22:32:28,54.5,598.0,-105.26213331,48.13588854,652.6,56.6,480497.447,5331437.075,,56002.00986,,2.42777777777923,55999.5820822222,55999.0847445898,-303.437880704587,9.3049488067627,72.7907674216342,56302.5226252943
167548.3,500201,20141029.04,41941.9392164352,2014/10/29,22:32:28,54.7,598.1,-105.26213522,48.13587439,652.8,56.3,480497.3,5331435.503,56002.0741,56002.0741,,2.43472222222368,55999.6393777778,55999.1025191151,-303.411714469483,9.3049488067627,72.7907567371431,56302.5142335846
167548.4,500201,20141029.04,41941.9392175926,2014/10/29,22:32:28,54.8,598.2,-105.26213714,48.13586023,653.0,56.0,480497.152,5331433.93,56001.8238,56001.8238,,2.44166666666812,55999.3821333333,55999.1181149888,-303.387722304898,9.30494785308838,72.7907460438707,56302.5058372937
167548.5,500201,20141029.04,41941.93921875,2014/10/29,22:32:29,54.9,598.3,-105.26213905,48.13584608,653.2,55.7,480497.004,5331432.358,56001.7894,56001.7894,,2.44861111111257,55999.3407888889,55999.1337595101,-303.363686065444,9.30494785308838,72.790735359376,56302.4974455756
167548.6,500201,20141029.04,41941.9392199074,2014/10/29,22:32:29,55.0,598.4,-105.26214096,48.13583193,653.4,55.4,480496.857,5331430.785,56002.0492,56002.0492,,2.45555555555701,55999.5936444444,55999.1512598834,-303.337793969906,9.30494785308838,72.7907246748797,56302.4890538533
167548.7,500201,20141029.04,41941.9392210648,2014/10/29,22:32:29,55.1,598.5,-105.26214288,48.13581778,653.6,55.1,480496.709,5331429.212,56002.2369,56002.2369,,2.46250000000145,55999.7744,55999.1668329072,-303.313828438833,9.30494785308838,72.7907139889158,56302.480661346
167548.8,500201,20141029.04,41941.9392222222,2014/10/29,22:32:29,55.2,598.6,-105.26214479,48.13580362,653.8,54.8,480496.561,5331427.64,,56002.2166,,2.4694444444459,55999.7471555556,55999.1797751563,-303.292490663036,9.30494785308838,72.7907032971022,56302.4722658194
167548.9,500201,20141029.04,41941.9392233796,2014/10/29,22:32:29,55.3,598.7,-105.2621467,48.13578947,654.0,54.4,480496.414,5331426.067,,56002.1963,,2.47638888889034,55999.7199111111,55999.1918607645,-303.272013319933,9.30494785308838,72.7906926126005,56302.4638740845
167549.0,500201,20141029.04,41941.939224537,2014/10/29,22:32:29,55.4,598.8,-105.26214862,48.13577532,654.2,54.1,480496.266,5331424.495,,56002.176,2.48333333333479,2.48333333333479,55999.6926666667,55999.2053552645,-303.250126300212,9.30494785308838,72.7906819266314,56302.4554815647
167549.1,500201,20141029.04,41941.9392256944,2014/10/29,22:32:29,55.5,599.0,-105.26215337,48.13576214,654.5,54.0,480495.907,5331423.032,,56002.1557,,2.48200000000143,55999.6737,55999.2188315564,-303.225533600511,9.30494976043701,72.7906714798017,56302.444365157
167549.2,500201,20141029.04,41941.9392268518,2014/10/29,22:32:29,55.6,599.2,-105.26215812,48.13574897,654.8,53.9,480495.549,5331421.569,56002.1354,56002.1354,,2.48066666666806,55999.6547333333,55999.2300987342,-303.203153808347,9.30495071411133,72.7906610402842,56302.4332525426
167549.3,500201,20141029.04,41941.9392280093,2014/10/29,22:32:29,55.6,599.4,-105.26216287,48.1357358,655.0,53.8,480495.19,5331420.106,56002.0948,56002.0948,,2.4793333333347,55999.6154666667,55999.2436801521,-303.178459773233,9.30495262145996,72.7906506007651,56302.4221399254
167549.4,500201,20141029.04,41941.9392291667,2014/10/29,22:32:29,55.7,599.6,-105.26216762,48.13572263,655.3,53.6,480494.832,5331418.643,56002.164,56002.164,,2.47800000000134,55999.686,55999.2530244872,-303.158002818018,9.30495452880859,72.7906401612445,56302.4110273053
167549.5,500201,20141029.04,41941.9392303241,2014/10/29,22:32:29,55.8,599.8,-105.26217237,48.13570945,655.6,53.5,480494.474,5331417.18,56002.0444,56002.0444,,2.47666666666798,55999.5677333333,55999.2643672994,-303.135543586985,9.30495548248291,72.7906297144085,56302.3999108864
167549.6,500201,20141029.04,41941.9392314815,2014/10/29,22:32:30,55.8,600.0,-105.26217712,48.13569628,655.8,53.4,480494.115,5331415.717,,56002.08678,,2.47533333333461,55999.6114466667,55999.2810157968,-303.107782464038,9.30495738983154,72.7906192748848,56302.3887982608
167549.7,500201,20141029.04,41941.9392326389,2014/10/29,22:32:30,55.9,600.2,-105.26218187,48.13568311,656.1,53.3,480493.757,5331414.254,,56002.12916,,2.47400000000125,55999.65516,55999.2899875354,-303.087698097072,9.30495834350586,72.7906088353595,56302.3776856324
167549.8,500201,20141029.04,41941.9392337963,2014/10/29,22:32:30,56.0,600.4,-105.26218663,48.13566993,656.4,53.1,480493.398,5331412.791,,56002.17154,,2.47266666666789,55999.6988733333,55999.2970256389,-303.069542785393,9.30496025085449,72.7905983870531,56302.3665684243
167549.9,500201,20141029.04,41941.9392349537,2014/10/29,22:32:30,56.0,600.6,-105.26219138,48.13565676,656.6,53.0,480493.04,5331411.328,,56002.21392,,2.47133333333453,55999.7425866667,55999.3104384805,-303.045017309705,9.30496215820313,72.7905879475247,56302.3554557903
167550.0,500201,20141029.04,41941.9392361111,2014/10/29,22:32:30,56.1,600.8,-105.26219613,48.13564359,656.9,52.9,480492.681,5331409.865,56002.2563,56002.2563,2.47000000000116,2.47000000000116,55999.7863,55999.3226871074,-303.02165604601,9.30496311187744,72.7905775079947,56302.3443431534
167550.1,500201,20141029.04,41941.9392372685,2014/10/29,22:32:30,56.2,601.0,-105.26220243,48.13563141,657.2,52.7,480492.208,5331408.513,56002.4919,56002.4919,,2.47700000000114,56000.0149,55999.3341874104,-302.999297885617,9.30496597290039,72.7905675653413,56302.333485296
167550.2,500201,20141029.04,41941.9392384259,2014/10/29,22:32:30,56.3,601.1,-105.26220873,48.13561923,657.4,52.4,480491.734,5331407.161,56002.0792,56002.0792,,2.48400000000111,55999.5952,55999.341106031,-302.98439251956,9.30496883392334,72.790557678179,56302.3254985506
167550.3,500201,20141029.04,41941.9392395833,2014/10/29,22:32:30,56.3,601.3,-105.26221504,48.13560706,657.7,52.2,480491.261,5331405.81,56002.1955,56002.1955,,2.49100000000108,55999.7045,55999.3480747635,-302.966568939388,9.30497169494629,72.7905477413706,56302.3146437029
167550.4,500201,20141029.04,41941.9392407407,2014/10/29,22:32:30,56.4,601.5,-105.26222134,48.13559488,657.9,52.0,480490.787,5331404.458,56002.1381,56002.1381,,2.49800000000105,55999.6401,55999.3621520164,-302.941633820919,9.30497455596924,72.7905377987125,56302.3037858374
167550.5,500201,20141029.04,41941.9392418981,2014/10/29,22:32:30,56.5,601.7,-105.26222764,48.1355827,658.2,51.7,480490.313,5331403.106,,56002.307175,,2.50500000000102,55999.802175,55999.3738274382,-302.91910053121,9.30497741699219,72.7905278560529,56302.2929279694
167550.6,500201,20141029.04,41941.9392430556,2014/10/29,22:32:31,56.6,601.8,-105.26223394,48.13557052,658.4,51.5,480489.84,5331401.754,,56002.47625,,2.51200000000099,55999.96425,55999.3858690297,-302.899072181186,9.30498027801514,72.7905179688839,56302.2849412109
167550.7,500201,20141029.04,41941.939244213,2014/10/29,22:32:31,56.8,601.9,-105.26224025,48.13555835,658.7,51.3,480489.366,5331400.402,,56002.645325,,2.51900000000096,56000.126325,55999.3925397675,-302.884417696543,9.30498313903809,72.7905080875613,56302.276957464
167550.8,500201,20141029.04,41941.9392453704,2014/10/29,22:32:31,56.9,602.1,-105.26224655,48.13554617,658.9,51.0,480488.893,5331399.05,56002.8144,56002.8144,,2.52600000000093,56000.2884,55999.4068011164,-302.859298470947,9.30498504638672,72.7904981448969,56302.2660995873
167550.9,500201,20141029.04,41941.9392465278,2014/10/29,22:32:31,57.0,602.2,-105.26225285,48.13553399,659.2,50.8,480488.419,5331397.698,56002.5487,56002.5487,,2.5330000000009,56000.0157,55999.4128969704,-302.845215848007,9.30498886108398,72.7904882577226,56302.2581128184
167551.0,500201,20141029.04,41941.9392476852,2014/10/29,22:32:31,57.1,602.3,-105.26225915,48.13552181,659.4,50.6,480487.946,5331396.346,56002.4056,56002.4056,2.54000000000087,2.54000000000087,55999.8656,55999.4251859626,-302.824940083141,9.30499172210693,72.7904783705466,56302.2501260458
167551.1,500201,20141029.04,41941.9392488426,2014/10/29,22:32:31,57.2,602.4,-105.26226555,48.13551024,659.6,50.5,480487.466,5331395.061,56002.4676,56002.4676,,2.5320000000007,55999.9356,55999.4393934275,-302.802969598895,9.30499458312988,72.7904689148557,56302.2423630264
167551.2,500201,20141029.04,41941.93925,2014/10/29,22:32:31,57.3,602.5,-105.26227195,48.13549867,659.9,50.4,480486.985,5331393.777,56002.3724,56002.3724,,2.52400000000052,55999.8484,55999.4494917013,-302.785108302254,9.30499744415283,72.7904594591632,56302.2346000036
167551.3,500201,20141029.04,41941.9392511574,2014/10/29,22:32:31,57.4,602.7,-105.26227834,48.1354871,660.1,50.3,480486.505,5331392.492,,56002.41942,,2.51600000000035,55999.90342,55999.4665426244,-302.75742402552,9.30500030517578,72.7904499494435,56302.2239666499
167551.4,500201,20141029.04,41941.9392523148,2014/10/29,22:32:31,57.6,602.8,-105.26228474,48.13547552,660.3,50.2,480486.025,5331391.208,,56002.46644,,2.50800000000017,55999.95844,55999.479344766,-302.736855058778,9.30500316619873,72.7904404864339,56302.2161998248
167551.5,500201,20141029.04,41941.9392534722,2014/10/29,22:32:32,57.7,602.9,-105.26229113,48.13546395,660.6,50.1,480485.545,5331389.923,,56002.51346,,2.5,56000.01346,55999.4897167888,-302.718720784665,9.30500602722168,72.7904310322023,56302.2084375735
167551.6,500201,20141029.04,41941.9392546296,2014/10/29,22:32:32,57.8,603.0,-105.26229753,48.13545238,660.8,50.0,480485.064,5331388.638,,56002.56048,,2.49199999999983,56000.06848,55999.5068415868,-302.693832951103,9.30500888824463,72.7904215765032,56302.2006745379
