_100I,_100Q,_1K5I,_1K5Q,_1K7I,_1K7Q,_25KI,_25KQ,_400I,_400Q,_6K2I,_6K2Q,ALTBIRDM,ALTBIRDR,ALTLASER,ALTRFT,BALT,BALTFIN,CPI100K,CPI1500,CPI25K,CPI400,CPI6200,CPIR100K,CPIR1500,CPIR25K,CPIR400,CPIR6200,CPPL,CPPLR,CPQ100K,CPQ1500,CPQ25K,CPQ400,CPQ6200,CPQR100K,CPQR1500,CPQR25K,CPQR400,CPQR6200,CPSP,CPSPR,CXI3300,CXIR3300,CXPL,CXPLR,CXQ3300,CXQR3300,CXSP,CXSPR,DEMB,DEMBLEV,DEMZ,DEMZL,DEP100K,DEP1500,DEP25K,DEP3300,DEP400,DEP6200,DIURNAL,FID,IGRF,KPA1,L100I,L100Q,L1K5I,L1K5Q,L1K7I,L1K7Q,L25KI,L25KQ,L400I,L400Q,L6K2I,L6K2Q,LAT_BIRD,LAT_HELI,LAT_HELI_RAW,LON_BIRD,LON_HELI,LON_HELI_RAW,LSR1,MAGD,MAGDL,MAGIGRF,MAGSP,MAGUR,RES100K,RES100K_NF,RES100KF,RES1500,RES1500_NF,RES1500F,RES25K,RES25K_NF,RES25KF,RES3300,RES3300_NF,RES3300F,RES400,RES400_NF,RES400F,RES6200,RES6200_NF,RES6200F,UTC,X,X27,X_bird83,X_heli83,Y,Y27,Y_bird83,Y_heli83,Z,Z_BIRD,Z_HELI,Z_HELI_RAW
92.09999847,-26.20000076,-20.60000038,-1.299999952,94.40000153,-8.600000381,130.0,-20.70000076,97.40000153,12.39999962,0.400000006,-0.200000003,23.76581764,23.62199974,23.47041139,173.5,1836.498901,1871.390696,20.41155624,9.88414669,14.8041172,0.095317461,2.748379469,32.55216599,9.88414669,36.13314438,3.119320869,16.03835678,0.10022527,1.200000048,33.57307053,8.853625298,18.66944504,4.915194988,6.246796608,24.21446991,8.853625298,10.79346943,4.915194988,10.22307968,-0.081081137,3.599999905,8.504166603,9.504166603,-0.247847848,0.3,3.94600296,3.246003151,-0.037762763,0.0,1812.751638,1847.624878,1955.834158,1956.129564,29.51620102,118.1088715,75.17640686,115.2008438,24.9937458,0,-80.1796875,3981.100098,54500.07813,81.8030014,32.94341278,24.64076614,10.26170349,9.05347538,9.282990456,5.073858738,35.36452103,10.35219479,2.805204391,5.761151314,15.76938152,10.25539398,48.79706008,48.79705841,48.79706096,-121.7849923,-121.7849923,-121.785113,9.399999619,56179.66016,56185.85156,1685.773438,56099.481,56099.481,19768.93945,15136.1582,19768.93945,82.2423172,83.02883148,82.2423172,1261.496704,1478.484985,1261.496704,31.43164444,35.31356812,31.43164444,444.9998779,445,444.9998779,6144.527344,5817.316406,6144.527344,68382.09844,589228.3425,589321.3555,589228.3464,589228.3464,5405608.178,5405412.77,5405608.035,5405607.992,1979.599976,1979.599976,2006.36792,2004.503784
93.30000305,-29.20000076,-20.20000076,-1.799999952,94.59999847,-10.39999962,126.3000031,-22.5,98.09999847,11.39999962,1.399999976,-0.699999988,23.8565731,23.98775864,23.64429205,174.6999969,1836.708862,1871.586187,20.14796066,9.842461586,14.79492188,0.003559685,2.645015001,32.32878113,9.842461586,36.11636734,3.027809381,15.93287945,0.10022527,1.200000048,33.32813263,8.79531002,18.39151192,4.855380058,6.135457516,24.00689125,8.79531002,10.5480547,4.855380058,10.11115265,-0.081081137,3.599999905,8.527486801,9.527486801,-0.247847848,0.3,3.91075778,3.210757732,-0.037762763,0.0,1812.859613,1847.729614,1955.9534,1956.165681,28.49570465,118.4220657,76.04837799,115.4119339,24.9172287,0,-80.17592621,3981.199951,54500.08203,81.8010025,34.14218521,21.64072609,10.66266441,8.553817749,9.480728149,3.27418232,31.66218567,8.552605629,3.503876686,4.761090755,16.76993942,9.755636215,48.79706128,48.79705869,48.79706126,-121.7849973,-121.7849973,-121.78512,9.5,56180.07031,56186.29688,1686.214844,56099.894,56099.894,20045.625,15795.37793,20045.625,82.16964722,82.93021393,82.16964722,1257.79248,1455.263916,1257.79248,31.26610947,34.48323822,31.26610947,444.9998779,445,444.9998779,6171.739746,5982.196289,6171.739746,68382.19688,589227.9067,589320.9196,589227.9829,589227.9829,5405608.275,5405412.868,5405608.162,5405608.017,1979.809973,1979.809973,2006.574097,2004.709961
94.59999847,-25.60000038,-21.29999924,-2.0,95.0,-11.39999962,131.8000031,-29.20000076,97.5,11.10000038,2.400000095,-0.699999988,23.95218277,24.17064095,23.81834428,175.3000031,1836.918335,1871.762363,19.88461685,9.795006752,14.79015541,-0.071101949,2.554968357,32.10560989,9.795006752,36.10350418,2.953393936,15.84072018,-0.199774802,0.899999976,33.05895615,8.727325439,17.97977066,4.797846317,6.032261848,23.77877808,8.727325439,10.1842289,4.797846317,10.00736904,-0.081081137,3.599999905,8.541103363,9.541103363,0.052152152,0.6,3.886046886,3.186047077,-0.037762763,0.0,1812.943325,1847.810181,1956.067788,1956.201626,27.48449135,118.7835159,77.37134552,115.5994415,24.99515152,0,-80.17251587,3981.300049,54500.05859,81.7990036,35.44094849,25.24068642,9.563630104,8.354161263,9.878464699,2.274505854,37.15983963,1.853016138,2.90255022,4.461030483,17.77049828,9.755878448,48.79706247,48.7970589,48.79706149,-121.7850024,-121.7850024,-121.785127,9.5,56180.48438,56186.73047,1686.671875,56100.314,56100.314,20344.69922,16488.50977,20344.69922,82.09380341,82.83034515,82.09380341,1253.83667,1420.753784,1253.83667,31.0929184,33.77842331,31.0929184,444.9998779,445,444.9998779,6200.024414,6138.118652,6200.024414,68382.29531,589227.4709,589320.4838,589227.6044,589227.6044,5405608.372,5405412.965,5405608.289,5405608.034,1980.019971,1980.019971,2006.778076,2004.91394
90.90000153,-26.79999924,-21.79999924,-1.799999952,93.80000305,-10.19999981,136.1000061,-32.90000153,96.80000305,10.30000019,0.400000006,-0.899999976,24.05192375,24.07920074,23.9920861,175.0,1837.128906,1871.917768,19.58950233,9.742528915,14.77476215,-0.123038292,2.470002651,31.85551071,9.742528915,36.08124542,2.901703835,15.75364113,-0.499774754,0.600000024,32.76947403,8.650582314,17.45057297,4.738917828,5.934014797,23.5334549,8.650582314,9.716457367,4.738917828,9.90853405,0.218919054,3.900000095,8.552092552,9.552092552,-0.247847848,0.3,3.857624054,3.157624245,-0.037762763,0.0,1813.002153,1847.865845,1956.178045,1956.237882,26.42455482,119.2007904,79.08453369,115.8177109,25.15974045,0,-80.16960907,3981.399902,54500.07031,81.79699707,31.73971939,24.04064751,9.064591408,8.554504395,8.676208496,3.474828482,41.45750427,-1.846574426,2.201228619,3.660969973,15.77105713,9.556120872,48.79706363,48.79705903,48.79706164,-121.7850077,-121.7850078,-121.785134,9.600000381,56180.90625,56187.16016,1687.089844,56100.738,56100.738,20665.24414,17256.7168,20665.24414,82.01516724,82.69659424,82.01516724,1249.658813,1378.147339,1249.658813,30.91341019,33.0720787,30.91341019,444.9998779,445,444.9998779,6229.177734,6286.094238,6229.177734,68382.39375,589227.035,589320.048,589227.2105,589227.2105,5405608.469,5405413.062,5405608.412,5405608.043,1980.229968,1980.229968,2006.975342,2005.111206
86.59999847,-31.10000038,-21.60000038,-1.299999952,94.0,-10.39999962,131.1999969,-32.90000153,96.80000305,11.5,-0.200000003,-0.200000003,24.15504837,23.98775864,24.16505023,174.6999969,1837.338989,1872.061543,19.23828506,9.687016487,14.72689533,-0.156392485,2.389184475,31.55787086,9.687016487,36.03024673,2.868595839,15.67070961,-0.499774754,0.600000024,32.47006989,8.567317009,16.83845901,4.680197716,5.838206291,23.27972031,8.567317009,9.175308228,4.680197716,9.812137604,-0.081081137,3.599999905,8.564047813,9.564047813,0.052152152,0.6,3.812737942,3.112737894,0.262237237,0.3,1813.046001,1847.906494,1956.284917,1956.274916,25.26879501,119.6710052,81.09139252,116.1329041,25.31664276,0,-80.16664124,3981.5,54500.03516,81.79499817,27.43848228,19.7406044,9.265554428,9.054848671,8.873940468,3.275152206,36.55514908,-1.846163273,2.199900866,4.860908985,15.17161655,10.25636387,48.79706475,48.79705907,48.7970617,-121.7850133,-121.7850134,-121.785141,9.699999809,56181.34375,56187.58984,1687.554688,56101.177,56101.177,21006.20313,18137.22266,21006.20313,81.93409729,82.50502777,81.93409729,1245.293091,1331.454102,1245.293091,30.72899246,32.22048187,30.72899246,444.9998779,445,444.9998779,6258.987793,6427.309082,6258.987793,68382.49219,589226.5992,589319.6121,589226.8007,589226.8007,5405608.567,5405413.159,5405608.53,5405608.041,1980.439966,1980.439966,2007.161011,2005.296997
90.90000153,-30.5,-21.79999924,-1.5,94.0,-12.19999981,128.6999969,-31.10000038,97.59999847,12.39999962,-0.699999988,-0.699999988,24.26079369,24.35351753,24.33679033,175.8999939,1837.338989,1872.204763,18.83256912,9.632320404,14.63656044,-0.178090289,2.316654921,31.21404457,9.632320404,35.94166565,2.847144365,15.59606552,-0.199774802,0.899999976,32.16926193,8.479794502,16.18127441,4.625715733,5.744345665,23.02479935,8.479794502,8.594275475,4.625715733,9.717689514,-0.081081137,3.599999905,8.576622963,9.576622963,0.052152152,0.6,3.74875021,3.048750162,-0.037762763,0.0,1813.086618,1847.94397,1956.38917,1956.313173,24.00434113,120.18367,83.2736969,116.591774,25.46111679,0,-80.16378021,3981.600098,54500.05078,81.79499817,31.73725319,20.34056473,9.066518784,8.855192184,8.871675491,1.47547555,34.05280304,-0.045750976,2.998568296,5.760848045,14.67217636,9.756606102,48.79706581,48.79705903,48.79706167,-121.7850191,-121.7850192,-121.7851481,9.800000191,56181.79297,56188.01953,1687.96875,56101.627,56101.627,21366.43945,19145.31055,21366.43945,81.8508606,82.23421478,81.8508606,1240.772583,1284.449341,1240.772583,30.54110718,31.14047432,30.54110718,444.9998779,445,444.9998779,6289.236816,6560.862305,6289.236816,68382.59375,589226.1634,589319.1763,589226.3748,589226.3748,5405608.664,5405413.257,5405608.641,5405608.029,1980.649963,1980.649963,2007.333618,2005.469604
92.69999695,-29.20000076,-21.70000076,-1.700000048,94.80000305,-11.60000038,129.3000031,-27.39999962,96.59999847,10.69999981,-0.200000003,-1.399999976,24.36903954,24.0487175,24.50688527,174.8999939,1837.338989,1872.350119,18.38227463,9.58220005,14.51167583,-0.193030164,2.2552917,30.83243752,9.58220005,35.82250977,2.832450628,15.53258991,-0.199774802,0.899999976,31.88252831,8.39090538,15.51872253,4.576886177,5.652579308,22.78180504,8.39090538,8.008490562,4.576886177,9.62533474,-0.081081137,3.599999905,8.589374542,9.589374542,-0.247847848,0.3,3.664986372,2.964986324,-0.037762763,0.0,1813.127054,1847.981079,1956.490921,1956.353076,22.65438461,120.7242126,85.51313782,117.2038422,25.58971214,0,-80.16094971,3981.699951,54500.04688,81.79499817,33.53601837,21.64052391,9.167478561,8.655534744,9.669419289,2.075797796,34.65046692,3.654659986,1.997243643,4.060787678,15.17273426,9.056848526,48.79706678,48.79705891,48.79706156,-121.7850251,-121.7850252,-121.7851552,9.899999619,56182.23828,56188.42969,1688.382813,56102.077,56102.077,21744.70117,20268.57422,21744.70117,81.76579285,81.8640213,81.76579285,1236.133545,1239.73938,1236.133545,30.35123444,29.84680939,30.35123444,444.9998779,445,444.9998779,6319.702148,6684.223145,6319.702148,68382.69531,589225.7275,589318.7405,589225.9322,589225.9322,5405608.761,5405413.354,5405608.742,5405608.009,1980.859961,1980.859961,2007.501709,2005.637695
87.19999695,-30.5,-20.89999962,-2.400000095,96.40000153,-10.0,131.1999969,-17.0,96.80000305,10.69999981,0.0,-1.200000048,24.48033142,24.10968208,24.67494436,175.1000061,1837.54834,1872.497787,17.90076065,9.539728165,14.36998272,-0.203822136,2.20627737,30.42437553,9.539728165,35.68847656,2.821904898,15.48146248,-0.199774802,0.899999976,31.6299324,8.303758621,14.88765526,4.531385899,5.563668728,22.56773949,8.303758621,7.450570107,4.531385899,9.535837173,-0.081081137,3.599999905,8.596244812,9.596244812,0.052152152,0.6,3.564742327,2.864742041,-0.037762763,0.0,1813.166641,1848.017456,1956.589627,1956.395014,21.25771523,121.2707748,87.70693207,117.9554214,25.70379639,0,-80.15805054,3981.800049,54500.03516,81.79299927,28.03478432,20.34048462,9.968443871,7.955878735,11.26715279,3.676121712,36.54811859,14.05507088,2.195920467,4.060727119,15.37329388,9.257090569,48.79706765,48.79705874,48.7970614,-121.7850313,-121.7850315,-121.7851623,10.0,56182.67188,56188.83984,1688.804688,56102.517,56102.517,22139.63281,21476.44141,22139.63281,81.67919922,81.39086151,81.67919922,1231.412964,1198.56897,1231.412964,30.16085243,28.43040657,30.16085243,444.9998779,445,444.9998779,6350.156738,6795.600098,6350.156738,68382.79688,589225.2917,589318.3046,589225.4727,589225.4727,5405608.858,5405413.451,5405608.831,5405607.983,1981.069958,1981.069958,2007.677124,2005.81311
88.5,-31.10000038,-20.79999924,-2.599999905,96.59999847,-11.39999962,129.3000031,-20.70000076,97.09999847,10.69999981,0.0,-0.899999976,24.5952034,24.62784004,24.84061151,176.8000031,1837.75769,1872.649525,17.40268517,9.506816864,14.22864723,-0.210732654,2.168916225,30.00227928,9.506816864,35.55475998,2.815240622,15.44198799,-0.199774802,0.899999976,31.43306923,8.222140312,14.31159782,4.486814022,5.476546764,22.40090752,8.222140312,6.94133091,4.486814022,9.448126793,-0.081081137,3.599999905,8.58647728,9.58647728,0.352152152,0.9,3.453835011,2.753834963,-0.037762763,0.0,1813.206676,1848.054321,1956.684753,1956.439345,19.85386658,121.7954178,89.76714325,118.8186646,25.80800247,0,-80.15525055,3981.899902,54500.04297,81.79100037,29.33355713,19.74044418,10.06940556,7.756221771,11.46489048,2.276444912,34.64578247,10.35548019,2.494591236,4.060666561,15.37385178,9.557332993,48.7970684,48.79705854,48.79706121,-121.7850378,-121.785038,-121.7851694,10.10000038,56183.12109,56189.24609,1689.203125,56102.965,56102.965,22549.75,22728.81641,22549.75,81.59136963,80.83421326,81.59136963,1226.64856,1161.44397,1226.64856,29.97149086,27.0195694,29.97149086,444.9998779,445,444.9998779,6380.366211,6889.956543,6380.366211,68382.89844,589224.8558,589317.8688,589224.9958,589224.9958,5405608.956,5405413.548,5405608.907,5405607.953,1981.279956,1981.279956,2007.871338,2006.007324
86.0,-27.39999962,-20.89999962,-2.5,96.40000153,-13.60000038,125.0999985,-14.60000038,97.5,10.69999981,0.200000003,-2.599999905,24.71426201,24.78024101,25.00356955,177.3000031,1838.177856,1872.80374,16.9018364,9.483902931,14.10017109,-0.213424876,2.141691685,29.57782936,9.483902931,35.43243027,2.812794685,15.41264915,0.10022527,1.200000048,31.31180954,8.149954796,13.80558205,4.442632198,5.389389992,22.29814529,8.149954796,6.494073868,4.442632198,9.36038208,-0.081081137,3.599999905,8.551851273,9.551851273,0.052152152,0.6,3.339702606,2.639702559,-0.037762763,0.0,1813.244967,1848.089478,1956.775692,1956.486384,18.48480988,122.2684097,91.62002563,119.7521896,25.90604782,0,-80.1519928,3982.0,54500.00781,81.78700256,26.83232307,23.44040298,9.970369339,7.856565475,11.26262856,0.076767601,30.44343185,16.45589256,2.893264771,4.060606003,15.57441139,7.857575893,48.79706901,48.79705833,48.797061,-121.7850445,-121.7850447,-121.7851766,10.10000038,56183.57422,56189.63281,1689.625,56103.423,56103.423,22973.42773,23974.98633,22973.42773,81.50258636,80.23440552,81.50258636,1221.879272,1128.703979,1221.879272,29.78466225,25.75088882,29.78466225,444.9998779,445,444.9998779,6410.09082,6960.417969,6410.09082,68383.0,589224.42,589317.433,589224.501,589224.501,5405609.053,5405413.646,5405608.966,5405607.922,1981.489954,1981.489954,2008.096069,2006.232056
84.80000305,-26.79999924,-21.70000076,-2.799999952,93.59999847,-11.60000038,126.9000015,-14.0,98.09999847,11.10000038,0.400000006,-1.700000048,24.83724785,24.78024101,25.16354241,177.3000031,1838.177856,1872.955534,16.41917801,9.469882011,13.99093628,-0.211776927,2.123901367,29.16879845,9.469882011,35.32711792,2.814688921,15.39274597,0.700225174,1.799999952,31.27448654,8.08968544,13.38131428,4.399001122,5.301316261,22.26651764,8.08968544,6.119161129,4.399001122,9.271720886,-0.081081137,3.599999905,8.487864494,9.487864494,0.052152152,0.6,3.2302742,2.530274391,-0.037762763,0.0,1813.27701,1848.118286,1956.862703,1956.536409,17.19714546,122.6641006,93.20950317,120.6961441,25.99830437,0,-80.1484375,3982.100098,54500.01953,81.78700256,25.63109207,24.04036331,9.171332359,7.556909084,8.460360527,2.077091217,32.24108887,17.05630302,3.491935253,4.460546017,15.77497101,8.757818222,48.79706945,48.79705813,48.7970608,-121.7850515,-121.7850517,-121.7851838,10.19999981,56184.02734,56190.01953,1690.0,56103.877,56103.877,23408.9082,25153.49805,23408.9082,81.41321564,79.64342499,81.41321564,1217.144287,1100.747437,1217.144287,29.60186386,24.73649788,29.60186386,444.9998779,445,444.9998779,6439.084473,7004.318848,6439.084473,68383.10156,589223.9842,589316.9971,589223.9881,589223.9881,5405609.15,5405413.743,5405609.008,5405607.891,1981.699951,1981.699951,2008.357666,2006.493652
89.09999847,-26.79999924,-21.39999962,-2.599999905,93.0,-10.0,133.6000061,-30.5,97.40000153,10.89999962,0.0,-0.699999988,24.96312714,24.90215874,25.32029703,177.6999969,1838.177856,1873.103264,15.9863224,9.462274551,13.90315247,-0.206074327,2.114831448,28.80196953,9.462274551,35.24079514,2.820637703,15.38156319,0.10022527,1.200000048,31.31331253,8.042002678,13.04487133,4.356760502,5.213967323,22.2994175,8.042002678,5.821970463,4.356760502,9.183783531,0.218919054,3.900000095,8.399242401,9.399242401,-0.247847848,0.3,3.134672403,2.434672356,-0.037762763,0.0,1813.302132,1848.140137,1956.916829,1956.559659,16.0391922,122.9654083,94.50734711,121.5736771,26.08223152,0,-80.14463043,3982.199951,54500.01953,81.78700256,29.92985725,24.04032326,9.472294807,7.757252216,7.858102798,3.677414179,38.93875504,0.556713462,2.790613651,4.260484695,15.37552834,9.758060455,48.79706974,48.79705793,48.7970606,-121.7850587,-121.7850589,-121.7851909,10.30000019,56184.46875,56190.39453,1690.375,56104.325,56104.325,23854.33594,26202.67969,23854.33594,81.32350159,79.11367035,81.32350159,1212.483154,1077.803223,1212.483154,29.42458153,24.04382133,29.42458153,444.9998779,445,444.9998779,6467.097656,7024.811523,6467.097656,68383.20313,589223.3757,589316.3886,589223.4562,589223.4562,5405609.116,5405413.709,5405609.031,5405607.861,1981.879956,1981.879956,2008.642456,2006.778442
92.09999847,-26.79999924,-21.29999924,-2.099999905,95.19999695,-10.39999962,133.0,-31.70000076,96.30000305,10.80000019,0.0,-0.699999988,25.09109306,25.84704018,25.47364574,180.8000031,1838.387207,1873.251127,15.63067055,9.458168983,13.83252239,-0.19700031,2.112445116,28.50056839,9.458168983,35.16965103,2.829957962,15.37706375,0.400225222,1.5,31.40551758,8.006595612,12.78863525,4.316857338,5.131258965,22.37755775,8.006595612,5.595758915,4.316857338,9.100487709,0.218919054,3.900000095,8.300115585,9.300115585,-0.247847848,0.3,3.061826944,2.361826897,-0.037762763,0.0,1813.325167,1848.160034,1956.968868,1956.586315,15.04993153,123.1676178,95.51198578,122.2992859,26.15366745,0,-80.14070892,3982.300049,54499.98828,81.78500366,32.9286232,24.0402832,9.573259354,8.257596016,10.05583477,3.277738333,38.33640289,-0.642876148,1.689287424,4.160424232,15.37608814,9.758302689,48.7970699,48.79705774,48.79706041,-121.7850662,-121.7850664,-121.7851982,10.30000019,56184.91406,56190.76953,1690.78125,56104.773,56104.773,24307.76172,27074.87305,24307.76172,81.23365021,78.68494415,81.23365021,1207.935425,1059.729248,1207.935425,29.25426102,23.68472672,29.25426102,444.9998779,445,444.9998779,6493.878906,7030.0,6493.878906,68383.30469,589222.7672,589315.7801,589222.9053,589222.9053,5405609.082,5405413.674,5405609.04,5405607.83,1982.059961,1982.059961,2008.931274,2007.067261
89.69999695,-28.60000038,-21.20000076,-2.099999905,95.0,-12.39999962,134.1999969,-25.0,96.40000153,12.0,0.0,-1.200000048,25.22051239,25.26791763,25.62344868,178.8999939,1838.5979,1873.405327,15.36124897,9.455083847,13.77763653,-0.185332865,2.113699436,28.27224541,9.455083847,35.1124382,2.841871738,15.37620354,1.000225067,2.099999905,31.5168457,7.982248783,12.59577751,4.28049469,5.05640316,22.47190475,7.982248783,5.425633907,4.28049469,9.025044441,-0.081081137,3.599999905,8.207113266,9.207113266,-0.247847848,0.3,3.01625514,2.316255093,-0.037762763,0.0,1813.353096,1848.184814,1957.019453,1956.616517,14.24901199,123.2759399,96.23973083,122.8050995,26.20779419,0,-80.13700867,3982.399902,54499.99219,81.78299713,30.52739143,22.240242,9.674219131,8.257939339,9.853578568,1.278061032,39.53406143,6.057534695,1.787961245,5.36036396,15.37664604,9.258544922,48.79706993,48.79705754,48.79706021,-121.785074,-121.7850742,-121.7852055,10.39999962,56185.36328,56191.13281,1691.140625,56105.228,56105.228,24767.1875,27752.80859,24767.1875,81.14363098,78.38486481,81.14363098,1203.541138,1046.050293,1203.541138,29.09231186,23.60936928,29.09231186,444.9998779,445,444.9998779,6519.174805,7030.0,6519.174805,68383.40625,589222.1587,589315.1716,589222.3362,589222.3362,5405609.047,5405413.64,5405609.034,5405607.8,1982.239966,1982.239966,2009.205078,2007.341064
87.19999695,-36.59999847,-21.39999962,-2.400000095,95.0,-10.60000038,135.3999939,-27.39999962,96.90000153,11.89999962,0.0,-1.399999976,25.35104179,24.74975967,25.76961562,177.1999969,1838.5979,1873.575285,15.17055702,9.45074749,13.74295616,-0.171626851,2.11592865,28.11064148,9.45074749,35.07311249,2.855823994,15.37631989,0.10022527,1.200000048,31.61011887,7.966087341,12.45967674,4.248773575,4.991416454,22.550951,7.966087341,5.305736542,4.248773575,8.959469795,-0.081081137,3.599999905,8.135996819,9.135996819,0.052152152,0.6,2.996415615,2.296415806,-0.037762763,0.0,1813.395784,1848.224243,1957.068929,1956.650355,13.63249493,123.3024979,96.71085358,123.0585327,26.24048996,0,-80.13294983,3982.5,54499.98047,81.78299713,28.02615738,14.2402029,9.475184441,7.958282471,9.851313591,3.078383684,40.73171234,3.657946348,2.286633253,5.260302544,15.37720585,9.058787346,48.79706984,48.79705734,48.79706,-121.7850819,-121.7850822,-121.785213,10.5,56185.80469,56191.48828,1691.507813,56105.673,56105.673,25230.51172,28252.00977,25230.51172,81.05315399,78.23159027,81.05315399,1199.339111,1036.232422,1199.339111,28.94008636,23.71287727,28.94008636,444.9998779,445,444.9998779,6542.727051,7030.0,6542.727051,68383.50781,589221.5502,589314.5631,589221.7495,589221.7495,5405609.013,5405413.606,5405609.016,5405607.768,1982.419971,1982.419971,2009.445068,2007.581055
85.40000153,-40.20000076,-21.79999924,-2.5,94.80000305,-10.0,133.0,-21.29999924,97.5,10.69999981,-0.699999988,-1.399999976,25.48280334,25.54224014,25.91210485,179.8000031,1838.807373,1873.76857,15.03912067,9.442102432,13.72853374,-0.156196982,2.119151354,27.99925613,9.442102432,35.05170822,2.871500015,15.37742901,-0.199774802,0.899999976,31.65093613,7.954947472,12.38191032,4.222099304,4.936815739,22.58553886,7.954947472,5.23746109,4.222099304,8.904280663,-0.081081137,3.599999905,8.099190712,9.099190712,0.352152152,0.9,2.995894432,2.295894384,-0.037762763,0.0,1813.460434,1848.285767,1957.117172,1956.687871,13.17983532,123.2622604,96.94216919,123.0716095,26.24903679,0,-80.12886047,3982.600098,54499.98438,81.78099823,26.22492981,10.64016056,9.076148987,7.858626366,9.64905262,3.6787076,38.32937241,9.758358002,2.885303974,4.060242176,14.67776489,9.059030533,48.79706965,48.79705713,48.79705978,-121.7850902,-121.7850904,-121.7852206,10.5,56186.24609,56191.83594,1691.851563,56106.119,56106.119,25695.63867,28609.01563,25695.63867,80.96175385,78.23835754,80.96175385,1195.371582,1029.89563,1195.371582,28.79888725,23.85914803,28.79888725,444.9998779,445,444.9998779,6564.279297,7030.0,6564.279297,68383.60625,589220.9416,589313.9546,589221.1461,589221.1461,5405608.979,5405413.572,5405608.984,5405607.735,1982.599976,1982.599976,2009.638306,2007.774292
87.80000305,-29.89999962,-21.79999924,-2.299999952,93.59999847,-11.39999962,130.6000061,-25.0,97.90000153,11.69999981,-0.899999976,-1.700000048,25.61589622,25.38984108,26.05092302,179.3000031,1839.226807,1873.981619,14.94857788,9.425889969,13.73093605,-0.139275163,2.1251297,27.92252541,9.425889969,35.04519272,2.88866806,15.38129425,0.10022527,1.200000048,31.61958885,7.946764946,12.35914898,4.200136662,4.892470837,22.55897522,7.946765423,5.217864513,4.200136662,8.859348297,-0.081081137,3.599999905,8.101924896,9.101924896,-0.247847848,0.3,3.006266594,2.306266546,-0.037762763,0.0,1813.54365,1848.365723,1957.164084,1956.729057,12.86259079,123.169754,96.95235443,122.8882446,26.23243332,0,-80.12477875,3982.699951,54499.98438,81.77700043,28.6237011,20.9401207,9.077110291,8.058969498,8.446788788,2.2790308,35.92703629,6.058767319,3.283980846,5.060181618,14.47832298,8.759272575,48.79706935,48.79705693,48.79705958,-121.7850986,-121.7850989,-121.7852283,10.60000038,56186.68359,56192.1875,1692.203125,56106.557,56106.557,26160.44141,28864.08984,26160.44141,80.86872101,78.41404724,80.86872101,1191.680298,1026.79834,1191.680298,28.66991997,23.92528725,28.66991997,444.9998779,445,444.9998779,6583.574707,7030.0,6583.574707,68383.70469,589220.3331,589313.3461,589220.5266,589220.5266,5405608.945,5405413.538,5405608.941,5405607.703,1982.77998,1982.77998,2009.797241,2007.933228
86.0,-24.39999962,-21.60000038,-2.400000095,93.0,-13.0,129.3000031,-28.60000038,97.5,11.5,0.0,-2.400000095,25.75024033,25.57271767,26.18612465,179.8999939,1839.43689,1874.203487,14.88778114,9.400489807,13.74569416,-0.121203423,2.135218859,27.87100029,9.400489807,35.04961395,2.906985998,15.38927078,0.10022527,1.200000048,31.51748085,7.939947605,12.38185883,4.182826996,4.855735779,22.47244263,7.939947605,5.238507271,4.182826996,8.822025299,0.218919054,3.900000095,8.141427994,9.141427994,0.352152152,0.9,3.019329786,2.319329739,-0.037762763,0.0,1813.634403,1848.453247,1957.209745,1956.773861,12.6517334,123.0372772,96.77455139,122.5602112,26.19165611,0,-80.12072754,3982.800049,54499.95703,81.77500153,26.82246399,26.44008064,9.278073311,7.959312916,7.84452486,0.679354012,34.62468719,2.459178209,2.882651329,4.86012125,15.37888241,8.059514999,48.79706895,48.79705678,48.79705941,-121.7851073,-121.7851075,-121.7852361,10.60000038,56187.10938,56192.52734,1692.570313,56106.989,56106.989,26622.79492,29050.30859,26622.79492,80.77339172,78.75767517,80.77339172,1188.311157,1026.57666,1188.311157,28.55429649,23.84911919,28.55429649,444.9998779,445,444.9998779,6600.35791,7030.0,6600.35791,68383.80313,589219.7246,589312.7376,589219.8919,589219.8919,5405608.911,5405413.503,5405608.886,5405607.676,1982.959985,1982.959985,2009.940063,2008.07605
