LINE,X_UTM14N,Y_UTM14N,LAT_WGS84,LON_WGS84,DOI_SAMPL,DEM_SAMPL,ELEVATION_TOP[0],ELEVATION_TOP[1],ELEVATION_TOP[2],ELEVATION_TOP[3],ELEVATION_TOP[4],ELEVATION_TOP[5],ELEVATION_TOP[6],ELEVATION_TOP[7],ELEVATION_TOP[8],ELEVATION_TOP[9],ELEVATION_TOP[10],ELEVATION_TOP[11],ELEVATION_TOP[12],ELEVATION_TOP[13],ELEVATION_TOP[14],ELEVATION_TOP[15],ELEVATION_TOP[16],ELEVATION_TOP[17],ELEVATION_TOP[18],ELEVATION_TOP[19],ELEVATION_TOP[20],ELEVATION_TOP[21],ELEVATION_TOP[22],ELEVATION_TOP[23],ELEVATION_TOP[24],ELEVATION_TOP[25],ELEVATION_TOP[26],ELEVATION_TOP[27],RES2_REF30_ABOVE_DOI_SAMPL[0],RES2_REF30_ABOVE_DOI_SAMPL[1],RES2_REF30_ABOVE_DOI_SAMPL[2],RES2_REF30_ABOVE_DOI_SAMPL[3],RES2_REF30_ABOVE_DOI_SAMPL[4],RES2_REF30_ABOVE_DOI_SAMPL[5],RES2_REF30_ABOVE_DOI_SAMPL[6],RES2_REF30_ABOVE_DOI_SAMPL[7],RES2_REF30_ABOVE_DOI_SAMPL[8],RES2_REF30_ABOVE_DOI_SAMPL[9],RES2_REF30_ABOVE_DOI_SAMPL[10],RES2_REF30_ABOVE_DOI_SAMPL[11],RES2_REF30_ABOVE_DOI_SAMPL[12],RES2_REF30_ABOVE_DOI_SAMPL[13],RES2_REF30_ABOVE_DOI_SAMPL[14],RES2_REF30_ABOVE_DOI_SAMPL[15],RES2_REF30_ABOVE_DOI_SAMPL[16],RES2_REF30_ABOVE_DOI_SAMPL[17],RES2_REF30_ABOVE_DOI_SAMPL[18],RES2_REF30_ABOVE_DOI_SAMPL[19],RES2_REF30_ABOVE_DOI_SAMPL[20],RES2_REF30_ABOVE_DOI_SAMPL[21],RES2_REF30_ABOVE_DOI_SAMPL[22],RES2_REF30_ABOVE_DOI_SAMPL[23],RES2_REF30_ABOVE_DOI_SAMPL[24],RES2_REF30_ABOVE_DOI_SAMPL[25],RES2_REF30_ABOVE_DOI_SAMPL[26],RES2_REF30_ABOVE_DOI_SAMPL[27]
10010,678785.01,4852637.91,43.48.18.7086,-96.46.38.3672,96.87,481.14,481.14,480.13,478.99,477.7,476.23,474.56,472.67,470.53,468.1,465.35,462.22,458.68,454.67,450.11,444.95,439.09,432.44,424.91,416.37,406.68,395.69,383.23,369.1,353.08,334.91,314.3,290.93,264.43,210.98,188.09,147.33,99.92,58.7,31.86,20.16,21.37,35.96,68.39,121.48,188.06,247.73,272.75,241.98,158.7,63.97,12.54,7.28,25.18,57.03,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678786.67,4852638.09,43.48.18.7127,-96.46.38.2926,96.79,481.19,481.19,480.18,479.04,477.75,476.28,474.61,472.72,470.58,468.15,465.4,462.28,458.73,454.72,450.16,445.0,439.14,432.49,424.96,416.42,406.73,395.74,383.28,369.15,353.13,334.96,314.35,290.98,264.48,215.31,192.36,151.27,103.11,60.76,32.7,19.97,20.22,33.66,64.95,118.97,192.84,266.53,299.84,255.74,149.07,50.32,7.58,8.82,29.04,70.12,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678788.34,4852638.26,43.48.18.7169,-96.46.38.2181,96.71,481.23,481.23,480.22,479.08,477.78,476.31,474.65,472.76,470.62,468.19,465.43,462.31,458.77,454.75,450.2,445.03,439.17,432.53,425.0,416.45,406.76,395.78,383.32,369.19,353.16,334.99,314.38,291.02,264.51,229.53,205.24,161.58,110.15,64.67,34.33,20.25,19.77,33.4,67.31,128.06,210.55,290.64,330.0,295.6,190.33,73.19,13.52,6.76,25.57,64.57,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678790.0,4852638.43,43.48.18.7210,-96.46.38.1435,96.63,481.28,481.28,480.27,479.13,477.83,476.36,474.7,472.81,470.67,468.24,465.49,462.36,458.82,454.8,450.25,445.08,439.23,432.58,425.05,416.5,406.82,395.83,383.37,369.24,353.22,335.04,314.44,291.07,264.56,238.44,213.33,168.09,114.6,67.11,35.27,20.31,19.31,32.49,65.95,126.35,208.86,289.96,332.36,303.01,201.49,81.85,16.13,6.24,23.97,62.29,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678791.66,4852638.6,43.48.18.7251,-96.46.38.0690,96.55,481.33,481.33,480.32,479.18,477.88,476.42,474.75,472.86,470.72,468.29,465.54,462.41,458.87,454.86,450.3,445.13,439.28,432.63,425.1,416.56,406.87,395.88,383.42,369.29,353.27,335.09,314.49,291.12,264.62,247.49,221.52,174.61,118.99,69.46,36.13,20.34,18.87,31.71,64.87,125.15,207.97,290.33,335.74,311.05,212.89,90.82,18.97,5.91,22.74,60.5,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678793.32,4852638.78,43.48.18.7293,-96.46.37.9944,96.46,481.37,481.37,480.36,479.22,477.92,476.45,474.79,472.9,470.76,468.33,465.57,462.45,458.91,454.89,450.34,445.17,439.31,432.67,425.14,416.59,406.9,395.92,383.46,369.33,353.3,335.13,314.52,291.15,264.65,254.24,227.6,179.42,122.19,71.13,36.71,20.33,18.54,31.19,64.24,124.66,208.03,291.72,339.74,318.79,223.16,98.85,21.58,5.71,21.9,59.55,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678794.99,4852638.95,43.48.18.7334,-96.46.37.9199,96.38,481.42,481.42,480.41,479.27,477.97,476.5,474.84,472.95,470.81,468.38,465.63,462.5,458.96,454.94,450.39,445.22,439.36,432.72,425.19,416.64,406.96,395.97,383.51,369.38,353.35,335.18,314.58,291.21,264.7,261.9,234.56,185.0,126.0,73.23,37.54,20.44,18.27,30.65,63.48,123.9,207.84,293.06,343.97,326.9,234.0,107.76,24.76,5.59,21.14,58.3,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678796.6,4852639.01,43.48.18.7338,-96.46.37.8478,96.3,481.47,481.47,480.46,479.32,478.02,476.55,474.89,473.0,470.86,468.43,465.67,462.55,459.01,454.99,450.44,445.27,439.41,432.77,425.24,416.69,407.0,396.02,383.56,369.43,353.4,335.23,314.62,291.25,264.75,268.6,240.64,189.9,129.38,75.11,38.32,20.6,18.1,30.26,62.94,123.49,208.13,295.01,348.75,335.22,244.78,116.88,28.29,5.54,20.4,56.44,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678798.21,4852639.06,43.48.18.7343,-96.46.37.7757,96.21,481.51,481.51,480.51,479.36,478.07,476.6,474.94,473.05,470.9,468.48,465.72,462.6,459.06,455.04,450.48,445.32,439.46,432.82,425.28,416.74,407.05,396.06,383.6,369.47,353.45,335.28,314.67,291.3,264.8,279.17,250.28,197.71,134.83,78.23,39.67,20.94,17.91,29.73,62.17,122.89,208.63,297.87,355.06,345.39,257.44,127.77,32.84,5.54,19.27,52.69,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678799.82,4852639.12,43.48.18.7347,-96.46.37.7035,96.13,481.56,481.56,480.56,479.41,478.12,476.65,474.98,473.09,470.95,468.52,465.77,462.65,459.1,455.09,450.53,445.37,439.51,432.87,425.33,416.79,407.1,396.11,383.65,369.52,353.5,335.33,314.72,291.35,264.85,291.6,261.67,207.04,141.4,82.02,41.34,21.38,17.71,29.14,61.38,122.69,210.58,303.68,365.5,359.43,272.12,138.83,37.31,5.61,17.99,48.45,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678801.43,4852639.18,43.48.18.7351,-96.46.37.6314,96.36,481.61,481.61,480.6,479.46,478.17,476.7,475.03,473.14,471.0,468.57,465.82,462.7,459.15,455.14,450.58,445.42,439.56,432.91,425.38,416.84,407.15,396.16,383.7,369.57,353.55,335.38,314.77,291.4,264.9,304.36,273.43,216.77,148.37,86.09,43.12,21.83,17.46,28.47,60.71,123.53,215.82,316.23,385.88,383.97,293.79,151.58,41.22,5.69,16.82,44.99,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678803.04,4852639.23,43.48.18.7356,-96.46.37.5593,96.65,481.66,481.66,480.65,479.51,478.22,476.75,475.08,473.19,471.05,468.62,465.87,462.75,459.2,455.19,450.63,445.47,439.61,432.97,425.43,416.89,407.2,396.21,383.75,369.62,353.6,335.43,314.82,291.45,264.95,317.46,285.57,226.92,155.71,90.45,45.06,22.3,17.14,27.68,60.01,125.0,223.33,333.66,413.94,417.66,322.98,167.51,45.25,5.79,15.76,42.38,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678804.65,4852639.29,43.48.18.7360,-96.46.37.4872,96.93,481.7,481.7,480.69,479.55,478.25,476.78,475.12,473.23,471.09,468.66,465.91,462.78,459.24,455.22,450.67,445.5,439.64,433.0,425.47,416.92,407.24,396.25,383.79,369.66,353.63,335.46,314.85,291.49,264.98,325.55,293.07,233.21,160.31,93.21,46.3,22.6,16.92,27.21,59.89,127.07,230.61,349.02,438.23,447.85,351.15,184.31,49.73,5.95,14.56,39.71,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678806.26,4852639.35,43.48.18.7364,-96.46.37.4151,97.21,481.75,481.75,480.74,479.6,478.3,476.84,475.17,473.28,471.14,468.71,465.96,462.83,459.29,455.27,450.72,445.55,439.7,433.05,425.52,416.98,407.29,396.3,383.84,369.71,353.69,335.51,314.91,291.54,265.04,324.82,292.46,232.81,160.14,93.19,46.33,22.58,16.84,27.19,60.5,129.48,236.16,358.62,452.53,467.03,372.36,199.77,54.63,6.2,13.14,36.49,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678807.87,4852639.4,43.48.18.7369,-96.46.37.3430,97.49,481.8,481.8,480.79,479.65,478.35,476.88,475.22,473.33,471.19,468.76,466.01,462.88,459.34,455.32,450.77,445.6,439.74,433.1,425.57,417.02,407.34,396.35,383.89,369.76,353.73,335.56,314.96,291.59,265.08,319.98,288.02,229.25,157.84,92.21,46.29,23.05,17.62,27.72,56.02,106.07,173.21,242.23,291.27,298.51,250.47,154.93,55.56,8.01,9.62,27.88,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678809.49,4852639.46,43.48.18.7373,-96.46.37.2709,97.77,481.85,481.85,480.84,479.7,478.4,476.93,475.27,473.38,471.24,468.81,466.05,462.93,459.39,455.37,450.82,445.65,439.79,433.15,425.62,417.07,407.38,396.4,383.94,369.81,353.78,335.61,315.0,291.63,265.13,311.86,280.88,223.9,154.57,90.69,45.81,22.94,17.52,27.56,55.85,106.02,173.42,242.89,292.99,302.24,256.64,161.73,59.31,8.54,8.61,25.03,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
