LINE,X,Y,FID,Z,BALT,LASER,ALTRADAR,DTM,MAGSP,DIURNAL,MAGLD,IGRF,MAG,CPPL,CXSP,CPSP,CPI400_CAL,CPQ400_CAL,CPI1800_CAL,CPQ1800_CAL,CXI3300_CAL,CXQ3300_CAL,CPI8200_CAL,CPQ8200_CAL,CPI40K_CAL,CPQ40K_CAL,CPI140K_CAL,CPQ140K_CAL,CPI400_R,CPQ400_R,CPI1800_R,CPQ1800_R,CXI3300_R,CXQ3300_R,CPI8200_R,CPQ8200_R,CPI40K_R,CPQ40K_R,CPI140K_R,CPQ140K_R,CPI400,CPQ400,CPI1800,CPQ1800,CXI3300,CXQ3300,CPI8200,CPQ8200,CPI40K,CPQ40K,CPI140K,CPQ140K,RES400,RES1800,RES3300,RES8200,RES40K,RES140K,DEP400,DEP1800,DEP3300,DEP8200,DEP40k,DEP140k,DRES400,DRES1800,DRES8200,DRES40K,DRES140K,DDEP400,DDEP1800,DDEP8200,DDEP40K,DDEP140K,CEN400,CEN1800,CEN8200,CEN40K,CEN140K,UTC,FLIGHT,DATE,LATWGS84,LONWGS84,ALTL_LP,ALTR,KPA,Z_BIRD,X_HELI,Y_HELI,Z_HELI,PITCH,ROLL,YAW,DRES_100_by5m[0],DRES_100_by5m[1],DRES_100_by5m[2],DRES_100_by5m[3],DRES_100_by5m[4],DRES_100_by5m[5],DRES_100_by5m[6],DRES_100_by5m[7],DRES_100_by5m[8],DRES_100_by5m[9],DRES_100_by5m[10],DRES_100_by5m[11],DRES_100_by5m[12],DRES_100_by5m[13],DRES_100_by5m[14],DRES_100_by5m[15],DRES_100_by5m[16],DRES_100_by5m[17],DRES_100_by5m[18],DRES_100_by5m[19],DRES_100_by5m[20]
10010,601794.793,4657870.781,3884.0,284.306,254.132,60.668,87.365,224.562,53712.532,-5.757,53718.265,53954.504,-227.147,0.0009922,5.51e-05,0.0003115,22.869,28.572,58.797,73.473,46.275,33.788,127.727,101.898,339.099,160.333,457.228,122.813,23.179,30.565,63.918,77.853,35.718,34.546,125.723,111.455,359.301,171.325,481.13,129.171,23.13,31.025,63.935,77.849,35.718,34.647,150.227,133.6,359.172,171.252,480.954,128.823,20.61,44.53,45.6,76.34,73.24,68.17,23.49,4.09,4.66,-1.5,-4.07,-3.04,9.76,27.12,79.04,80.03,68.17,85.18,55.83,31.04,15.03,5.69,58.37,39.36,23.86,10.66,5.69,56716.0,55002,20170405,42.06630843,-91.7695875,60.61,285.492,98.368,284.306,601798.888,4657861.091,315.935,10.787,-0.426,0.436,68.17,68.17,73.41,79.99,79.72,79.41,79.1,66.62,53.69,43.27,34.87,28.1,23.45,19.7,16.55,13.91,11.69,9.82,-99999.0,-99999.0,-99999.0
10010,601794.569,4657871.495,3884.1,284.184,253.541,60.52,87.266,224.58,53712.472,-5.757,53718.301,53954.51,-227.117,0.0009,3.54e-05,0.0002224,23.055,28.916,59.308,73.821,44.74,33.426,129.829,102.262,342.092,161.298,458.348,123.794,23.534,30.62,64.237,78.247,34.245,34.246,126.098,112.525,361.283,172.463,482.138,130.326,23.486,31.08,64.254,78.243,34.245,34.347,150.677,134.884,361.154,172.389,481.962,129.979,20.08,44.38,49.14,76.92,73.11,68.98,24.04,4.12,4.43,-1.63,-4.05,-2.99,9.24,26.72,80.27,78.58,68.98,84.49,55.85,31.11,15.05,5.72,57.62,39.29,23.96,10.65,5.72,56716.1,55002,20170405,42.06631489,-91.76959009,60.52,286.865,98.375,284.184,601798.621,4657861.664,315.792,10.733,-0.47,-0.118,68.98,68.98,73.23,78.53,79.1,79.62,80.15,67.53,54.07,43.29,34.66,27.75,22.91,19.03,15.81,13.14,10.91,9.24,-99999.0,-99999.0,-99999.0
10010,601794.345,4657872.209,3884.2,284.062,251.766,60.379,87.163,224.605,53712.44,-5.756,53718.332,53954.516,-227.091,0.0011834,3.2e-05,0.000185,22.965,29.439,59.786,74.22,43.184,33.587,130.579,102.614,344.634,162.391,459.379,124.684,23.999,30.698,64.62,78.625,33.017,33.887,126.658,113.266,363.111,173.675,483.012,131.775,23.95,31.158,64.637,78.621,33.018,33.988,151.349,135.772,362.982,173.602,482.836,131.427,19.43,44.15,52.18,76.93,73.12,70.13,24.69,4.19,4.34,-1.63,-4.03,-2.94,8.62,26.43,80.28,77.01,70.13,83.6,55.76,31.12,15.09,5.77,56.68,39.19,23.96,10.65,5.77,56716.2,55002,20170405,42.06632134,-91.76959267,60.39,290.985,98.395,284.062,601798.354,4657862.237,315.649,10.744,-0.543,-0.666,70.13,70.13,73.17,76.94,78.0,79.01,80.05,67.38,53.78,42.93,34.26,27.35,22.28,18.22,14.9,12.18,9.96,-99999.0,-99999.0,-99999.0,-99999.0
10010,601794.12,4657872.922,3884.3,283.941,251.175,60.251,87.061,224.634,53712.44,-5.756,53718.352,53954.522,-227.078,0.0009939,3.92e-05,0.0001681,22.832,30.081,60.357,74.848,42.285,33.959,130.154,102.946,346.305,163.718,462.162,125.924,24.498,30.815,65.104,78.984,32.009,33.523,127.312,113.741,364.718,174.886,483.889,133.371,24.45,31.275,65.121,78.981,32.009,33.625,152.134,136.343,364.588,174.812,483.713,133.023,18.78,43.77,54.77,76.56,73.24,71.43,25.3,4.31,4.34,-1.55,-4.0,-2.9,8.05,26.1,79.46,75.54,71.43,82.66,55.57,31.07,15.15,5.82,55.73,39.02,23.9,10.66,5.82,56716.3,55002,20170405,42.0663278,-91.76959526,60.22,287.781,98.402,283.941,601798.087,4657862.811,315.506,10.825,-0.644,-1.206,71.43,71.43,73.24,75.47,76.71,77.94,79.19,66.47,52.96,42.19,33.61,26.78,21.53,17.33,13.95,11.23,9.03,-99999.0,-99999.0,-99999.0,-99999.0
10010,601793.896,4657873.636,3884.4,283.819,251.175,60.14,86.961,224.666,53712.456,-5.755,53718.355,53954.528,-227.08,0.0010847,9.7e-06,0.00011,22.802,30.508,61.151,75.626,42.048,34.389,128.862,103.432,347.761,165.331,467.369,127.227,24.946,30.988,65.684,79.326,31.083,33.207,127.997,114.039,366.036,175.988,484.957,134.92,24.897,31.448,65.701,79.322,31.084,33.308,152.956,136.7,365.907,175.915,484.781,134.572,18.28,43.27,57.36,75.97,73.41,72.62,25.71,4.48,4.32,-1.42,-3.95,-2.86,7.66,25.69,78.19,74.41,72.62,81.83,55.3,31.0,15.2,5.87,54.98,38.8,23.81,10.67,5.87,56716.4,55002,20170405,42.06633425,-91.76959785,60.1,284.958,98.402,283.819,601797.82,4657863.384,315.362,10.98,-0.772,-1.739,72.62,72.62,73.41,74.37,75.54,76.73,77.94,65.11,51.78,41.18,32.75,26.05,20.74,16.51,13.14,10.46,8.33,-99999.0,-99999.0,-99999.0,-99999.0
10010,601793.672,4657874.349,3884.5,283.698,250.583,60.05,86.869,224.697,53712.448,-5.755,53718.351,53954.533,-227.091,0.0013126,1.71e-05,0.0001224,22.843,30.488,62.104,76.288,41.892,34.902,127.066,104.422,350.001,167.039,473.472,127.943,25.27,31.221,66.33,79.648,30.087,32.971,128.695,114.218,367.049,176.906,486.431,136.245,25.222,31.681,66.347,79.644,30.087,33.072,153.794,136.916,366.92,176.833,486.255,135.898,18.0,42.68,60.63,75.27,73.6,73.41,25.83,4.68,4.13,-1.25,-3.89,-2.82,7.53,25.23,76.69,73.83,73.41,81.25,54.98,30.92,15.24,5.9,54.56,38.53,23.7,10.68,5.9,56716.5,55002,20170405,42.06634071,-91.76960044,59.94,283.432,98.409,283.698,601797.553,4657863.958,315.219,11.211,-0.925,-2.266,73.41,73.41,73.6,73.82,74.69,75.6,76.52,63.51,50.41,40.01,31.75,25.2,20.02,15.91,12.64,10.04,7.98,-99999.0,-99999.0,-99999.0,-99999.0
10010,601793.447,4657875.063,3884.6,283.576,250.583,59.981,86.785,224.724,53712.42,-5.754,53718.342,53954.539,-227.106,0.0014725,1.13e-05,5.56e-05,22.86,30.266,62.978,76.707,41.234,35.424,125.339,106.177,352.993,168.496,477.988,127.895,25.436,31.497,66.992,79.94,28.953,32.819,129.462,114.266,367.816,177.625,488.391,137.259,25.388,31.957,67.009,79.936,28.954,32.92,154.715,136.973,367.687,177.552,488.215,136.911,17.97,42.07,65.0,74.36,73.76,73.7,25.67,4.89,3.68,-1.04,-3.81,-2.77,7.65,24.81,74.87,73.83,73.7,80.97,54.61,30.8,15.26,5.91,54.5,38.25,23.55,10.69,5.91,56716.6,55002,20170405,42.06634716,-91.76960302,59.87,282.593,98.409,283.576,601797.286,4657864.531,315.076,11.515,-1.103,-2.786,73.7,73.7,73.75,73.83,74.14,74.48,74.81,61.62,48.87,38.75,30.73,24.39,19.51,15.61,12.48,9.99,7.99,-99999.0,-99999.0,-99999.0,-99999.0
10010,601793.223,4657875.777,3884.7,283.454,250.879,59.935,86.709,224.744,53712.388,-5.753,53718.325,53954.545,-227.129,0.0011185,2.46e-05,0.0002411,22.807,30.279,63.564,77.012,39.723,35.743,124.229,108.521,355.712,169.546,479.883,127.513,25.459,31.783,67.613,80.186,27.741,32.728,130.425,114.101,368.436,178.196,490.703,137.963,25.411,32.243,67.63,80.182,27.741,32.829,155.87,136.775,368.307,178.122,490.527,137.616,18.13,41.49,70.37,73.02,73.87,73.52,25.3,5.1,3.03,-0.77,-3.72,-2.72,7.97,24.58,72.32,74.31,73.52,80.96,54.21,30.63,15.27,5.9,54.75,37.99,23.34,10.7,5.9,56716.7,55002,20170405,42.06635362,-91.76960561,59.8,282.364,98.405,283.454,601797.019,4657865.104,314.933,11.892,-1.305,-3.301,73.52,73.52,73.87,74.29,73.69,73.04,72.4,59.2,47.09,37.46,29.8,23.77,19.26,15.6,12.64,10.24,8.29,-99999.0,-99999.0,-99999.0,-99999.0
10010,601792.999,4657876.49,3884.8,283.333,251.766,59.909,86.643,224.757,53712.388,-5.753,53718.301,53954.551,-227.16,0.0012012,3.86e-05,0.000241,22.723,30.558,63.833,77.376,37.44,35.698,123.889,110.834,357.539,170.315,480.243,127.366,25.383,32.042,68.142,80.369,26.585,32.672,131.662,113.631,368.992,178.691,493.064,138.41,25.335,32.502,68.159,80.365,26.585,32.773,157.354,136.211,368.863,178.617,492.888,138.062,18.41,40.99,76.16,71.11,73.97,73.07,24.85,5.31,2.3,-0.4,-3.63,-2.67,8.39,24.65,68.81,75.09,73.07,81.12,53.75,30.36,15.25,5.89,55.17,37.76,23.03,10.71,5.89,56716.8,55002,20170405,42.06636007,-91.7696082,59.83,283.279,98.395,283.333,601796.752,4657865.678,314.79,12.335,-1.53,-3.811,73.07,73.07,73.95,75.04,73.06,70.98,68.95,56.14,45.07,36.19,29.06,23.47,19.27,15.82,12.99,10.67,8.76,-99999.0,-99999.0,-99999.0,-99999.0
10010,601792.774,4657877.204,3884.9,283.211,252.949,59.901,86.586,224.763,53712.416,-5.752,53718.26,53954.557,-227.208,0.0015511,6.29e-05,9.67e-05,22.731,30.738,63.917,77.837,35.062,35.272,124.201,112.466,359.041,171.019,480.745,127.904,25.258,32.247,68.549,80.482,25.609,32.642,133.102,112.836,369.512,179.15,495.144,138.664,25.209,32.708,68.566,80.478,25.609,32.743,159.083,135.258,369.383,179.077,494.968,138.316,18.72,40.59,81.61,68.71,74.05,72.53,24.44,5.51,1.59,0.06,-3.55,-2.6,8.82,25.05,64.54,75.97,72.53,81.35,53.25,30.03,15.24,5.87,55.63,37.58,22.64,10.72,5.87,56716.9,55002,20170405,42.06636653,-91.76961078,59.74,282.059,98.382,283.211,601796.485,4657866.251,314.647,12.837,-1.777,-4.317,72.53,72.53,74.03,75.88,72.09,68.22,64.56,52.7,42.99,35.06,28.6,23.48,19.5,16.19,13.45,11.17,9.27,-99999.0,-99999.0,-99999.0,-99999.0
10010,601792.55,4657877.918,3885.0,283.089,252.949,59.906,86.542,224.762,53712.448,-5.752,53718.192,53954.563,-227.283,0.0011484,3.69e-05,0.0001954,23.02,30.639,64.011,78.325,33.347,34.57,125.079,113.212,361.057,171.934,482.029,129.376,25.116,32.391,68.815,80.53,24.851,32.641,134.561,111.803,369.979,179.564,496.721,138.787,25.067,32.851,68.832,80.526,24.851,32.742,160.833,134.017,369.85,179.491,496.544,138.44,19.01,40.32,86.27,66.17,74.13,72.06,24.11,5.69,1.01,0.58,-3.47,-2.52,9.21,25.69,60.15,76.76,72.06,81.61,52.78,29.66,15.23,5.85,56.06,37.45,22.22,10.72,5.85,56717.0,55002,20170405,42.06637298,-91.76961337,59.85,284.653,98.382,283.089,601796.218,4657866.825,314.504,13.391,-2.046,-4.82,72.06,72.06,74.11,76.64,70.82,65.08,59.41,49.42,41.12,34.21,28.46,23.74,19.87,16.63,13.92,11.66,9.76,-99999.0,-99999.0,-99999.0,-99999.0
10010,601792.296,4657878.557,3885.1,283.026,252.653,59.925,86.509,224.812,53712.468,-5.751,53718.107,53954.567,-227.372,0.0011229,1.51e-05,0.0003083,23.743,30.502,64.287,78.737,32.434,33.806,126.371,113.443,363.522,173.38,483.511,131.563,24.981,32.489,68.928,80.523,24.258,32.683,135.824,110.693,370.363,179.901,497.759,138.808,24.933,32.949,68.945,80.519,24.258,32.785,162.349,132.686,370.234,179.827,497.583,138.46,19.27,40.19,90.29,63.85,74.18,71.7,23.86,5.84,0.48,1.08,-3.39,-2.43,9.53,26.45,56.28,77.38,71.7,81.88,52.39,29.32,15.22,5.83,56.44,37.39,21.83,10.73,5.83,56717.1,55002,20170405,42.06637877,-91.76961633,59.9,285.263,98.385,283.026,601795.891,4657867.34,314.352,13.986,-2.335,-5.319,71.7,71.7,74.17,77.25,69.46,62.05,55.04,46.73,39.68,33.69,28.6,24.16,20.32,17.09,14.38,12.09,10.17,-99999.0,-99999.0,-99999.0,-99999.0
10010,601792.041,4657879.197,3885.2,282.962,253.836,59.965,86.489,224.851,53712.472,-5.751,53718.027,53954.57,-227.458,0.0010076,3.1e-05,0.0002469,24.772,30.586,64.844,79.024,31.918,33.231,127.617,113.758,365.651,175.245,484.383,133.784,24.876,32.57,68.899,80.472,23.741,32.793,136.713,109.701,370.647,180.143,498.399,138.726,24.827,33.031,68.916,80.468,23.741,32.894,163.416,131.495,370.518,180.07,498.222,138.379,19.47,40.19,94.23,62.07,74.22,71.38,23.67,5.96,-0.09,1.51,-3.31,-2.34,9.76,27.19,53.39,77.9,71.38,82.13,52.13,29.06,15.21,5.82,56.74,37.39,21.52,10.73,5.82,56717.2,55002,20170405,42.06638457,-91.7696193,59.89,280.914,98.372,282.962,601795.564,4657867.855,314.2,14.61,-2.643,-5.814,71.38,71.38,74.21,77.75,68.36,59.64,51.93,44.87,38.77,33.49,28.94,24.65,20.78,17.52,14.77,12.45,10.49,-99999.0,-99999.0,-99999.0,-99999.0
10010,601791.787,4657879.837,3885.3,282.898,251.47,60.034,86.476,224.875,53712.484,-5.75,53717.962,53954.574,-227.527,0.0010825,4.57e-05,0.0001387,25.667,30.841,65.629,79.273,31.392,32.957,128.368,114.398,366.919,176.795,484.538,135.53,24.813,32.657,68.757,80.383,23.234,33.001,137.128,108.974,370.838,180.305,498.884,138.55,24.764,33.117,68.774,80.379,23.234,33.103,163.914,130.622,370.709,180.232,498.708,138.203,19.62,40.29,98.62,61.03,74.25,71.03,23.52,6.05,-0.82,1.82,-3.23,-2.25,9.89,27.78,51.71,78.44,71.03,82.36,52.02,28.9,15.2,5.8,56.96,37.44,21.34,10.73,5.8,56717.3,55002,20170405,42.06639036,-91.76962226,59.97,283.89,98.399,282.898,601795.237,4657868.37,314.049,15.25,-2.969,-6.307,71.03,71.03,74.25,78.28,67.79,58.23,50.21,43.89,38.37,33.55,29.33,25.1,21.17,17.86,15.06,12.71,10.72,-99999.0,-99999.0,-99999.0,-99999.0
10010,601791.532,4657880.477,3885.4,282.835,250.583,60.141,86.466,224.882,53712.508,-5.749,53717.917,53954.578,-227.577,0.0008937,2.11e-05,0.0001635,26.05,31.098,66.421,79.614,30.636,32.885,128.705,115.14,367.464,177.491,484.711,136.827,24.793,32.75,68.532,80.268,22.736,33.329,137.084,108.558,370.953,180.412,499.4,138.308,24.745,33.21,68.549,80.264,22.737,33.431,163.861,130.124,370.824,180.338,499.223,137.961,19.71,40.48,103.56,60.71,74.27,70.6,23.39,6.11,-1.74,1.99,-3.17,-2.18,9.94,28.17,51.21,79.08,70.6,82.54,52.04,28.85,15.19,5.79,57.09,37.52,21.28,10.73,5.79,56717.4,55002,20170405,42.06639616,-91.76962523,60.01,284.5,98.409,282.835,601794.91,4657868.885,313.897,15.893,-3.311,-6.795,70.6,70.6,74.28,78.9,67.85,57.88,49.71,43.7,38.42,33.78,29.69,25.46,21.47,18.1,15.25,12.86,10.84,-99999.0,-99999.0,-99999.0,-99999.0
10010,601791.278,4657881.117,3885.5,282.771,249.992,60.287,86.454,224.872,53712.544,-5.749,53717.873,53954.582,-227.626,0.0010953,4.16e-05,0.0001979,25.969,31.391,67.044,80.029,29.457,32.818,129.068,115.669,367.787,177.695,486.183,137.814,24.807,32.838,68.237,80.138,22.302,33.766,136.704,108.392,371.005,180.486,499.977,138.045,24.759,33.298,68.254,80.134,22.302,33.867,163.405,129.925,370.876,180.412,499.8,137.697,19.75,40.73,108.58,60.94,74.3,70.13,23.3,6.14,-2.75,2.07,-3.13,-2.13,9.91,28.42,51.55,79.8,70.13,82.69,52.18,28.89,15.17,5.77,57.15,37.64,21.32,10.73,5.77,56717.5,55002,20170405,42.06640195,-91.76962819,60.1,282.516,98.416,282.771,601794.583,4657869.4,313.745,16.525,-3.666,-7.278,70.13,70.13,74.33,79.62,68.42,58.35,50.11,44.09,38.8,34.14,30.04,25.78,21.69,18.25,15.36,12.92,10.87,-99999.0,-99999.0,-99999.0,-99999.0
10010,601791.023,4657881.756,3885.6,282.707,250.879,60.467,86.438,224.849,53712.576,-5.748,53717.816,53954.586,-227.688,0.0011167,5.52e-05,0.0001473,25.745,31.834,67.605,80.373,27.761,32.637,129.729,115.742,368.286,178.06,489.966,138.434,24.841,32.898,67.878,80.007,21.986,34.263,136.15,108.362,370.997,180.555,500.584,137.81,24.793,33.358,67.895,80.003,21.986,34.364,162.74,129.888,370.868,180.481,500.408,137.463,19.75,41.06,112.97,61.47,74.35,69.69,23.28,6.13,-3.72,2.08,-3.09,-2.09,9.8,28.63,52.35,80.57,69.69,82.81,52.39,28.97,15.16,5.75,57.14,37.79,21.42,10.74,5.75,56717.6,55002,20170405,42.06640774,-91.76963115,60.34,287.628,98.405,282.707,601794.256,4657869.915,313.594,17.132,-4.032,-7.755,69.69,69.69,74.41,80.38,69.27,59.26,50.98,44.82,39.4,34.64,30.45,26.12,21.9,18.36,15.4,12.91,10.82,-99999.0,-99999.0,-99999.0,-99999.0
10010,601790.769,4657882.396,3885.7,282.643,251.175,60.667,86.414,224.818,53712.596,-5.748,53717.748,53954.59,-227.762,0.0007044,5.06e-05,0.0001352,25.549,32.314,68.357,80.563,25.916,32.385,130.808,115.193,369.011,178.664,495.324,138.699,24.893,32.889,67.478,79.876,21.805,34.748,135.547,108.38,370.923,180.657,501.175,137.668,24.845,33.349,67.495,79.872,21.805,34.849,162.016,129.91,370.795,180.584,500.999,137.32,19.66,41.45,116.21,62.09,74.47,69.34,23.4,6.1,-4.51,2.06,-3.07,-2.06,9.6,28.88,53.27,81.35,69.34,82.86,52.63,29.08,15.15,5.73,57.02,37.97,21.52,10.75,5.73,56717.7,55002,20170405,42.06641354,-91.76963412,60.73,286.484,98.402,282.643,601793.929,4657870.43,313.442,17.703,-4.403,-8.225,69.34,69.34,74.54,81.14,70.2,60.3,52.0,45.67,40.1,35.22,30.92,26.49,22.08,18.41,15.34,12.79,10.66,-99999.0,-99999.0,-99999.0,-99999.0
10010,601790.514,4657883.036,3885.8,282.58,251.175,60.869,86.382,224.783,53712.6,-5.747,53717.659,53954.594,-227.855,0.0010357,2.81e-05,0.0002363,25.332,32.572,69.262,80.649,24.661,32.219,132.561,113.99,369.721,179.222,499.642,138.859,24.963,32.773,67.068,79.739,21.728,35.154,134.986,108.416,370.772,180.84,501.682,137.702,24.915,33.233,67.085,79.735,21.728,35.255,161.344,129.953,370.643,180.766,501.505,137.355,19.49,41.84,118.27,62.7,74.67,69.19,23.73,6.07,-5.08,2.04,-3.05,-2.05,9.3,29.15,54.1,82.08,69.19,82.8,52.88,29.18,15.16,5.73,56.76,38.15,21.63,10.76,5.73,56717.8,55002,20170405,42.06641933,-91.76963708,60.94,287.857,98.402,282.58,601793.602,4657870.945,313.29,18.225,-4.774,-8.685,69.19,69.19,74.76,81.85,71.08,61.26,52.96,46.48,40.8,35.81,31.43,26.88,22.21,18.35,15.16,12.52,10.35,-99999.0,-99999.0,-99999.0,-99999.0
10010,601790.26,4657883.676,3885.9,282.516,250.288,61.051,86.342,224.751,53712.596,-5.747,53717.551,53954.598,-227.969,0.0011742,4.98e-05,0.0004512,25.068,32.55,69.915,80.701,24.333,32.25,135.076,112.216,370.195,179.708,500.947,139.125,25.047,32.543,66.674,79.588,21.701,35.441,134.532,108.469,370.518,181.139,502.004,137.965,24.998,33.003,66.692,79.584,21.701,35.542,160.799,130.017,370.389,181.065,501.828,137.618,19.21,42.22,119.48,63.21,75.02,69.33,24.29,6.05,-5.43,2.03,-3.05,-2.04,8.9,29.44,54.72,82.73,69.33,82.6,53.1,29.28,15.19,5.73,56.36,38.32,21.72,10.79,5.73,56717.9,55002,20170405,42.06642513,-91.76964005,61.16,280.38,98.412,282.516,601793.275,4657871.46,313.139,18.687,-5.141,-9.136,69.33,69.33,75.08,82.44,71.84,62.04,53.7,47.15,41.39,36.34,31.91,27.25,22.25,18.17,14.84,12.11,9.89,-99999.0,-99999.0,-99999.0,-99999.0
10010,601790.005,4657884.316,3886.0,282.452,249.105,61.2,86.295,224.724,53712.588,-5.746,53717.418,53954.602,-228.107,0.0009324,3.93e-05,0.0001731,24.848,32.434,70.004,80.715,24.457,32.429,137.708,110.148,370.48,180.268,499.864,139.424,25.135,32.23,66.307,79.424,21.682,35.604,134.189,108.554,370.137,181.553,502.072,138.432,25.087,32.69,66.325,79.42,21.682,35.706,160.388,130.119,370.008,181.479,501.895,138.085,18.87,42.56,120.2,63.65,75.52,69.76,25.02,6.05,-5.62,2.02,-3.04,-2.03,8.46,29.7,55.1,83.32,69.76,82.31,53.29,29.38,15.23,5.75,55.86,38.48,21.79,10.82,5.75,56718.0,55002,20170405,42.06643092,-91.76964301,61.38,282.669,98.426,282.452,601792.947,4657871.975,312.987,19.083,-5.499,-9.574,69.76,69.76,75.54,82.96,72.48,62.62,54.22,47.65,41.88,36.8,32.34,27.59,22.22,17.89,14.41,11.61,9.35,-99999.0,-99999.0,-99999.0,-99999.0
10010,601789.678,4657884.869,3886.1,282.373,249.992,61.306,86.242,224.686,53712.572,-5.745,53717.281,53954.606,-228.249,0.0008819,4.25e-05,0.0001337,24.719,32.4,69.616,80.649,24.262,32.617,139.383,108.408,370.78,180.781,498.306,139.557,25.216,31.886,65.963,79.255,21.648,35.664,133.901,108.708,369.628,182.042,501.91,139.037,25.168,32.346,65.98,79.251,21.649,35.766,160.042,130.303,369.499,181.969,501.734,138.69,18.53,42.87,120.71,64.09,76.14,70.4,25.81,6.07,-5.69,1.99,-3.03,-2.02,8.02,29.93,55.42,83.91,70.4,81.99,53.48,29.48,15.3,5.78,55.35,38.62,21.87,10.87,5.78,56718.1,55002,20170405,42.06643595,-91.76964687,61.07,281.982,98.416,282.373,601792.553,4657872.433,312.898,19.406,-5.846,-10.0,70.4,70.4,76.1,83.45,73.13,63.18,54.69,48.1,42.31,37.21,32.73,27.9,22.15,17.58,13.95,11.08,8.79,-99999.0,-99999.0,-99999.0,-99999.0
10010,601789.351,4657885.423,3886.2,282.293,250.879,61.372,86.186,224.653,53712.548,-5.745,53717.181,53954.611,-228.355,0.0013082,6.66e-05,0.000142,24.634,32.49,69.054,80.497,23.44,32.772,139.622,107.601,371.105,180.963,497.343,139.39,25.281,31.567,65.627,79.095,21.577,35.647,133.604,108.979,369.042,182.568,501.634,139.692,25.233,32.027,65.644,79.092,21.577,35.748,159.685,130.628,368.913,182.494,501.458,139.345,18.22,43.18,121.31,64.65,76.83,71.14,26.54,6.09,-5.71,1.94,-3.02,-2.0,7.63,30.11,55.89,84.52,71.14,81.72,53.68,29.61,15.37,5.81,54.89,38.76,21.96,10.91,5.81,56718.2,55002,20170405,42.06644097,-91.76965072,61.45,289.307,98.405,282.293,601792.159,4657872.891,312.808,19.652,-6.18,-10.412,71.14,71.14,76.72,83.96,73.88,63.89,55.33,48.66,42.79,37.63,33.1,28.23,22.1,17.3,13.54,10.6,8.3,-99999.0,-99999.0,-99999.0,-99999.0
10010,601789.024,4657885.976,3886.3,282.213,251.175,61.402,86.128,224.625,53712.508,-5.744,53717.144,53954.615,-228.397,0.0009646,3.25e-05,0.0001423,24.58,32.695,68.561,80.296,22.363,33.023,138.817,107.696,371.263,180.777,497.063,138.758,25.316,31.319,65.287,78.95,21.447,35.57,133.274,109.392,368.459,183.124,501.346,140.303,25.268,31.779,65.304,78.946,21.447,35.672,159.29,131.124,368.331,183.05,501.169,139.956,18.01,43.51,122.27,65.38,77.54,71.84,27.1,6.1,-5.72,1.86,-3.01,-1.97,7.33,30.23,56.62,85.24,71.84,81.57,53.91,29.76,15.44,5.84,54.56,38.91,22.09,10.97,5.84,56718.3,55002,20170405,42.066446,-91.76965458,60.88,284.119,98.402,282.213,601791.765,4657873.349,312.719,19.821,-6.503,-10.81,71.84,71.84,77.37,84.58,74.83,64.87,56.26,49.41,43.4,38.11,33.47,28.6,22.14,17.13,13.26,10.26,7.95,-99999.0,-99999.0,-99999.0,-99999.0
10010,601788.697,4657886.529,3886.4,282.133,251.175,61.398,86.069,224.606,53712.44,-5.744,53717.164,53954.619,-228.383,0.0010742,4.15e-05,0.0001862,24.621,32.995,68.238,80.094,21.634,33.53,137.533,108.108,371.187,180.474,497.626,137.532,25.3,31.154,64.951,78.817,21.256,35.45,132.91,109.921,367.958,183.739,501.12,140.821,25.251,31.614,64.968,78.813,21.256,35.551,158.853,131.76,367.83,183.666,500.943,140.474,17.91,43.85,123.67,66.26,78.27,72.43,27.46,6.12,-5.75,1.75,-3.0,-1.94,7.16,30.3,57.58,86.15,72.43,81.58,54.17,29.93,15.51,5.86,54.43,39.06,22.23,11.02,5.86,56718.4,55002,20170405,42.06645102,-91.76965843,57.96,282.974,98.402,282.133,601791.371,4657873.807,312.629,19.915,-6.814,-11.195,72.43,72.43,78.03,85.37,75.99,66.09,57.48,50.35,44.1,38.63,33.84,29.01,22.3,17.14,13.17,10.12,7.78,-99999.0,-99999.0,-99999.0,-99999.0
10010,601788.37,4657887.083,3886.5,282.054,250.879,61.361,86.009,224.599,53712.356,-5.743,53717.195,53954.623,-228.358,0.0015678,3.89e-05,0.0001841,24.768,33.294,67.995,79.937,21.456,34.273,136.166,108.35,371.065,180.302,499.469,136.151,25.211,31.041,64.643,78.683,21.024,35.304,132.491,110.504,367.615,184.445,501.068,141.265,25.163,31.501,64.66,78.679,21.025,35.405,158.351,132.458,367.487,184.371,500.892,140.918,17.95,44.16,125.41,67.25,78.98,72.89,27.64,6.15,-5.78,1.63,-2.99,-1.89,7.12,30.28,58.74,87.24,72.89,81.75,54.43,30.12,15.57,5.88,54.49,39.19,22.4,11.07,5.88,56718.5,55002,20170405,42.06645605,-91.76966229,53.24,282.288,98.405,282.054,601790.977,4657874.265,312.54,19.937,-7.114,-11.566,72.89,72.89,78.68,86.33,77.34,67.51,58.93,51.42,44.87,39.16,34.17,29.38,22.54,17.3,13.27,10.19,7.82,-99999.0,-99999.0,-99999.0,-99999.0
