LINE,X,Y,FID,Z,BALT,LASER,ALTRADAR,DTM,MAGSP,DIURNAL,MAGLD,IGRF,MAG,CPPL,CXSP,CPSP,CPI400_CAL,CPQ400_CAL,CPI1800_CAL,CPQ1800_CAL,CXI3300_CAL,CXQ3300_CAL,CPI8200_CAL,CPQ8200_CAL,CPI40K_CAL,CPQ40K_CAL,CPI140K_CAL,CPQ140K_CAL,CPI400_R,CPQ400_R,CPI1800_R,CPQ1800_R,CXI3300_R,CXQ3300_R,CPI8200_R,CPQ8200_R,CPI40K_R,CPQ40K_R,CPI140K_R,CPQ140K_R,CPI400,CPQ400,CPI1800,CPQ1800,CXI3300,CXQ3300,CPI8200,CPQ8200,CPI40K,CPQ40K,CPI140K,CPQ140K,RES400,RES1800,RES3300,RES8200,RES40K,RES140K,DEP400,DEP1800,DEP3300,DEP8200,DEP40k,DEP140k,DRES400,DRES1800,DRES8200,DRES40K,DRES140K,DDEP400,DDEP1800,DDEP8200,DDEP40K,DDEP140K,CEN400,CEN1800,CEN8200,CEN40K,CEN140K,UTC,FLIGHT,DATE,LATWGS84,LONWGS84,ALTL_LP,ALTR,KPA,Z_BIRD,X_HELI,Y_HELI,Z_HELI,PITCH,ROLL,YAW,DRES_100_by5m[0],DRES_100_by5m[1],DRES_100_by5m[2],DRES_100_by5m[3],DRES_100_by5m[4],DRES_100_by5m[5],DRES_100_by5m[6],DRES_100_by5m[7],DRES_100_by5m[8],DRES_100_by5m[9],DRES_100_by5m[10],DRES_100_by5m[11],DRES_100_by5m[12],DRES_100_by5m[13],DRES_100_by5m[14],DRES_100_by5m[15],DRES_100_by5m[16],DRES_100_by5m[17],DRES_100_by5m[18],DRES_100_by5m[19],DRES_100_by5m[20]
10010,601748.229,4657899.99,3892.8,278.141,246.149,54.656,81.569,224.674,53712.344,-5.7,53717.676,53954.825,-228.259,0.0015656,7.7e-06,0.0001233,20.971,31.113,58.123,84.179,22.314,38.821,139.191,137.591,430.919,235.543,607.412,167.259,20.146,29.741,56.032,84.187,22.285,39.773,139.976,140.491,438.099,238.222,611.005,166.693,20.098,30.2,56.049,84.184,22.285,39.874,167.335,168.445,437.971,238.149,610.827,166.349,25.67,61.87,127.78,84.78,80.93,60.01,26.41,3.51,-5.35,-1.13,-3.32,-1.23,10.49,46.87,88.14,90.05,60.01,96.83,62.94,32.64,15.74,5.93,65.15,46.39,25.15,11.2,5.33,56724.8,55002,20170405,42.06657747,-91.77014513,54.65,266.418,98.46,278.141,601757.645,4657895.453,309.835,12.737,1.678,-43.005,60.01,60.01,71.01,87.34,89.56,89.0,88.44,83.91,75.6,68.12,61.38,55.3,49.83,42.79,34.31,27.51,22.06,17.69,14.18,11.37,-99999.0
10010,601747.447,4657900.049,3892.9,278.134,248.809,54.634,81.576,224.675,53712.304,-5.699,53717.663,53954.826,-228.277,0.001024,6.52e-05,0.0002532,21.434,31.152,57.797,84.451,21.871,38.83,139.956,137.292,431.5,235.475,607.939,168.322,19.855,29.743,56.022,84.196,22.413,39.818,140.159,140.937,439.253,238.844,612.504,165.534,19.807,30.202,56.039,84.193,22.413,39.919,167.555,168.979,439.125,238.771,612.326,165.189,26.32,61.89,126.76,84.92,80.79,58.84,25.88,3.51,-5.24,-1.21,-3.35,-1.2,11.14,46.83,88.55,89.89,58.84,97.53,62.96,32.65,15.72,5.93,65.97,46.4,25.17,11.19,5.28,56724.9,55002,20170405,42.0665781,-91.77015457,54.57,273.59,98.429,278.134,601756.958,4657895.673,309.819,12.598,1.762,-43.673,58.84,58.84,70.17,87.12,89.55,89.15,88.76,84.28,75.87,68.31,61.5,55.36,49.84,43.04,34.97,28.41,23.08,18.75,15.24,12.38,-99999.0
10010,601746.664,4657900.107,3893.0,278.127,247.331,54.599,81.603,224.68,53712.236,-5.698,53717.658,53954.827,-228.288,0.0010724,3.42e-05,9.71e-05,21.628,29.968,57.513,84.629,21.546,38.941,139.796,136.889,432.14,235.505,608.665,169.606,19.573,29.744,56.038,84.235,22.505,39.853,140.381,141.22,440.616,239.304,614.664,164.307,19.524,30.203,56.055,84.231,22.505,39.954,167.822,169.319,440.488,239.231,614.486,163.962,26.98,61.89,126.03,84.88,80.46,57.48,25.35,3.51,-5.16,-1.23,-3.37,-1.17,11.82,46.85,88.78,89.52,57.48,98.22,62.96,32.62,15.69,5.92,66.79,46.4,25.17,11.17,5.22,56725.0,55002,20170405,42.06657873,-91.77016402,54.34,273.819,98.446,278.127,601756.272,4657895.893,309.803,12.423,1.821,-44.348,57.48,57.48,69.16,86.75,89.33,89.11,88.89,84.44,76.0,68.4,61.56,55.41,49.87,43.26,35.59,29.27,24.08,19.81,16.29,13.4,-99999.0
10010,601745.888,4657900.205,3893.1,278.128,245.854,54.552,81.651,224.698,53712.176,-5.698,53717.666,53954.828,-228.286,0.0013657,5.07e-05,8.03e-05,21.582,29.024,57.232,84.658,21.436,39.183,139.37,136.821,432.949,235.477,609.538,170.497,19.224,29.74,56.07,84.314,22.555,39.876,140.61,141.351,442.049,239.563,617.234,163.206,19.176,30.199,56.087,84.31,22.555,39.977,168.096,169.476,441.92,239.49,617.056,162.861,27.82,61.89,125.65,84.71,79.98,56.13,24.7,3.5,-5.11,-1.22,-3.38,-1.16,12.69,46.94,88.88,88.99,56.13,99.08,62.94,32.57,15.65,5.9,67.82,46.4,25.14,11.14,5.16,56725.1,55002,20170405,42.06657971,-91.77017338,54.44,267.792,98.463,278.128,601755.497,4657896.014,309.824,12.217,1.854,-45.029,56.13,56.13,68.14,86.31,88.96,88.93,88.9,84.46,76.03,68.44,61.61,55.47,49.93,43.56,36.35,30.33,25.31,21.12,17.63,14.71,12.69
10010,601745.112,4657900.302,3893.2,278.129,249.992,54.489,81.721,224.718,53712.144,-5.697,53717.677,53954.829,-228.281,0.0013692,9.8e-06,0.0002031,21.555,29.271,56.901,84.569,21.516,39.493,139.218,137.125,434.027,235.381,610.097,170.429,18.745,29.724,56.114,84.45,22.572,39.892,140.809,141.368,443.361,239.607,619.799,162.4,18.697,30.183,56.131,84.446,22.573,39.992,168.335,169.497,443.233,239.534,619.621,162.055,29.01,61.91,125.54,84.47,79.44,55.0,23.8,3.46,-5.09,-1.19,-3.36,-1.16,13.95,47.09,88.94,88.38,55.0,100.3,62.91,32.51,15.6,5.88,69.26,46.41,25.1,11.1,5.11,56725.2,55002,20170405,42.06658068,-91.77018274,54.75,273.895,98.416,278.129,601754.722,4657896.134,309.845,11.987,1.862,-45.717,55.0,55.0,67.26,85.85,88.53,88.69,88.86,84.43,76.04,68.49,61.69,55.57,50.05,44.0,37.4,31.78,27.01,22.95,19.51,16.58,14.09
10010,601744.337,4657900.399,3893.3,278.13,249.105,54.412,81.811,224.739,53712.144,-5.696,53717.688,53954.829,-228.275,0.0010121,5.19e-05,0.0001591,21.621,29.864,56.519,84.426,21.677,39.69,139.414,137.661,435.198,235.427,610.087,169.612,18.146,29.689,56.162,84.649,22.571,39.908,140.953,141.32,444.411,239.458,621.937,162.022,18.098,30.148,56.179,84.646,22.572,40.009,168.508,169.44,444.283,239.385,621.759,161.677,30.59,61.98,125.6,84.26,78.9,54.27,22.66,3.4,-5.09,-1.14,-3.33,-1.16,15.66,47.3,89.03,87.79,54.27,101.88,62.91,32.45,15.54,5.86,71.12,46.43,25.07,11.06,5.07,56725.3,55002,20170405,42.06658166,-91.7701921,54.55,265.35,98.426,278.13,601753.947,4657896.255,309.867,11.738,1.845,-46.411,54.27,54.27,66.66,85.45,88.11,88.48,88.85,84.43,76.11,68.6,61.84,55.74,50.24,44.57,38.68,33.57,29.13,25.28,21.94,19.04,16.52
10010,601743.561,4657900.497,3893.4,278.13,247.331,54.325,81.916,224.76,53712.16,-5.695,53717.699,53954.83,-228.27,0.0008763,5.62e-05,0.0002004,21.486,29.688,56.158,84.275,21.8,39.664,139.71,138.383,436.117,235.792,609.732,168.832,17.496,29.632,56.209,84.895,22.562,39.932,141.035,141.254,445.163,239.175,623.378,162.136,17.448,30.091,56.226,84.892,22.562,40.032,168.606,169.36,445.035,239.102,623.2,161.791,32.41,62.08,125.75,84.1,78.42,54.02,21.39,3.31,-5.1,-1.1,-3.3,-1.17,17.7,47.53,89.19,87.25,54.02,103.67,62.92,32.4,15.5,5.84,73.2,46.47,25.05,11.03,5.06,56725.4,55002,20170405,42.06658264,-91.77020146,54.66,269.623,98.446,278.13,601753.172,4657896.376,309.888,11.48,1.804,-47.11,54.02,54.02,66.41,85.12,87.76,88.33,88.91,84.53,76.25,68.78,62.04,55.96,50.48,45.19,40.03,35.47,31.42,27.83,24.66,21.84,19.35
10010,601742.785,4657900.594,3893.5,278.131,248.219,54.235,82.028,224.778,53712.168,-5.695,53717.707,53954.83,-228.268,0.00129,5.11e-05,0.0001357,20.819,29.092,55.918,84.153,21.872,39.561,139.831,139.237,436.63,236.47,609.351,168.501,16.894,29.548,56.251,85.152,22.548,39.961,141.053,141.219,445.691,238.827,624.076,162.682,16.846,30.007,56.268,85.149,22.548,40.061,168.628,169.318,445.563,238.754,623.897,162.338,34.2,62.2,125.96,84.05,77.99,54.22,20.21,3.21,-5.13,-1.07,-3.26,-1.18,19.77,47.73,89.49,86.78,54.22,105.39,62.95,32.36,15.46,5.83,75.2,46.51,25.04,11.0,5.07,56725.5,55002,20170405,42.06658362,-91.77021082,54.23,248.947,98.436,278.131,601752.397,4657896.496,309.91,11.219,1.741,-47.813,54.22,54.22,66.48,84.86,87.5,88.3,89.11,84.77,76.5,69.02,62.28,56.2,50.71,45.74,41.23,37.16,33.5,30.19,27.22,24.53,22.11
10010,601742.009,4657900.691,3893.6,278.132,247.923,54.149,82.138,224.792,53712.16,-5.694,53717.73,53954.831,-228.251,0.0007878,5.51e-05,0.000143,19.805,29.113,55.853,84.087,22.036,39.621,139.758,140.063,436.902,237.374,609.064,168.27,16.442,29.436,56.29,85.381,22.53,39.99,140.996,141.285,446.114,238.484,624.123,163.506,16.394,29.895,56.307,85.377,22.531,40.09,168.56,169.397,445.986,238.411,623.945,163.161,35.59,62.3,126.2,84.17,77.62,54.73,19.4,3.12,-5.17,-1.08,-3.22,-1.2,21.41,47.81,90.1,86.36,54.73,106.68,63.0,32.36,15.42,5.81,76.71,46.55,25.06,10.97,5.09,56725.6,55002,20170405,42.06658459,-91.77022017,54.17,246.811,98.439,278.132,601751.622,4657896.617,309.931,10.965,1.656,-48.52,54.73,54.73,66.77,84.65,87.36,88.46,89.57,85.31,76.93,69.37,62.56,56.41,50.87,46.09,42.04,38.34,34.98,31.9,29.1,26.55,24.21
10010,601741.233,4657900.789,3893.7,278.133,247.627,54.075,82.239,224.802,53712.132,-5.693,53717.773,53954.831,-228.213,0.0010062,1.5e-05,0.0001165,19.162,29.81,55.92,84.077,22.41,39.848,139.741,140.774,437.324,238.424,609.056,167.585,16.232,29.306,56.332,85.55,22.513,40.011,140.843,141.501,446.531,238.209,623.63,164.431,16.184,29.764,56.349,85.546,22.513,40.112,168.376,169.657,446.403,238.136,623.452,164.086,36.17,62.35,126.42,84.54,77.29,55.44,19.18,3.06,-5.2,-1.13,-3.2,-1.22,22.12,47.7,91.15,85.99,55.44,107.23,63.06,32.38,15.39,5.8,77.34,46.57,25.11,10.95,5.13,56725.7,55002,20170405,42.06658557,-91.77022953,53.64,243.683,98.443,278.133,601750.846,4657896.738,309.952,10.726,1.549,-49.231,55.44,55.44,67.2,84.48,87.36,88.87,90.41,86.26,77.61,69.84,62.84,56.55,50.88,46.12,42.27,38.75,35.52,32.56,29.85,27.36,25.08
10010,601740.457,4657900.886,3893.8,278.134,249.105,54.017,82.326,224.809,53712.096,-5.692,53717.844,53954.832,-228.148,0.0010534,6.41e-05,0.0002387,19.376,30.371,56.004,84.106,22.854,39.986,139.963,141.454,438.375,239.467,609.998,166.167,16.303,29.168,56.381,85.643,22.498,40.022,140.586,141.862,446.967,238.051,622.688,165.289,16.255,29.627,56.398,85.639,22.498,40.123,168.067,170.089,446.839,237.978,622.51,164.944,35.78,62.33,126.58,85.16,77.02,56.22,19.65,3.04,-5.22,-1.23,-3.18,-1.23,21.63,47.35,92.66,85.69,56.22,106.86,63.13,32.45,15.36,5.79,76.91,46.56,25.21,10.93,5.16,56725.8,55002,20170405,42.06658655,-91.77023889,53.77,266.876,98.426,278.134,601750.071,4657896.858,309.974,10.508,1.42,-49.944,56.22,56.22,67.67,84.33,87.53,89.55,91.62,87.62,78.54,70.4,63.11,56.57,50.71,45.79,41.87,38.28,35.0,32.0,29.26,26.76,24.46
10010,601739.681,4657900.983,3893.9,278.135,247.331,53.979,82.398,224.812,53712.06,-5.692,53717.936,53954.833,-228.062,0.0007166,7.14e-05,0.0001475,20.025,30.36,56.019,84.166,23.083,39.904,140.356,142.143,440.258,240.307,612.77,164.033,16.607,29.032,56.435,85.657,22.492,40.02,140.249,142.305,447.392,238.022,621.415,165.926,16.559,29.491,56.452,85.653,22.492,40.121,167.663,170.621,447.264,237.949,621.237,165.581,34.59,62.23,126.63,85.95,76.82,56.94,20.67,3.06,-5.22,-1.36,-3.18,-1.23,20.23,46.81,94.44,85.48,56.94,105.76,63.2,32.54,15.34,5.78,75.63,46.53,25.32,10.91,5.2,56725.9,55002,20170405,42.06658752,-91.77024825,53.73,271.835,98.446,278.135,601749.296,4657896.979,309.995,10.32,1.271,-50.66,56.94,56.94,68.12,84.24,87.82,90.4,93.06,89.27,79.61,71.01,63.33,56.48,50.37,45.18,40.94,37.1,33.61,30.46,27.6,25.0,22.66
